Date,TS,Tmax,Tmin,T,WS,RH,SH,PS,SI
12/24/1994,22.25,28.67,16.91,21.88,2.83,61.57,10.01,101.1,62.570713
12/25/1994,21.25,27.86,16.01,21,2.02,60.43,9.31,101.04,59.0395813
12/26/1994,19.52,26.5,12.49,18.55,3.75,53.17,7.03,101.04,61.7627335
12/27/1994,17.32,23.86,11.26,16.88,4.73,55.86,6.64,101.04,62.0471992
12/28/1994,15.07,22.92,8.72,15.06,3.33,30.11,3.18,101.23,60.8401146
12/29/1994,14.1,23.59,7.23,14.36,4.34,19.4,1.95,101.38,60.9307938
12/30/1994,15.07,25.23,7.46,15.76,2.74,19.74,2.17,101.37,59.7764931
12/31/1994,16.64,27.22,11.7,18.51,1.09,27.22,3.58,101.12,58.2266045
1/1/1995,18.38,28.1,11.03,18.79,2.33,44.25,5.94,100.93,52.835598
1/2/1995,18.59,26.8,11.07,18.24,4.17,59.56,7.74,100.81,54.0340691
1/3/1995,17.01,24.15,10.27,16.43,4.18,42.9,4.96,100.86,55.6403618
1/4/1995,15.94,24.41,9.29,15.69,4.27,29.06,3.19,101.17,57.9311867
1/5/1995,15.67,25.09,8.47,15.8,3.57,24.59,2.72,101.32,60.1052856
1/6/1995,15.92,25,8.95,15.82,5.77,24.41,2.7,101.38,61.8056259
1/7/1995,15.4,23.68,8.82,15.26,5.96,25.69,2.74,101.24,62.665741
1/8/1995,15.34,24.34,8.62,15.71,3.68,27.58,3.04,100.87,
1/9/1995,16.11,25.28,8.72,15.95,3.62,36.08,4.05,100.71,55.3770752
1/10/1995,16.8,25.08,10.58,16.87,2.28,44.27,5.26,101.02,64.1598434
1/11/1995,16.37,24.74,9.07,15.85,4.32,34.62,3.84,101.37,67.6771851
1/12/1995,16.87,25.66,9.7,16.76,2.11,35.11,4.13,101.29,66.488945
1/13/1995,19.45,26.37,12.47,19,4.35,69.86,9.52,100.91,70.2740021
1/14/1995,16.68,18.35,12.43,16.77,4.49,85.31,10.11,100.89,68.7559967
1/15/1995,15.01,21.97,9.32,14.48,4.77,65.13,6.63,101.3,73.7094803
1/16/1995,13.68,21.44,7.72,13.56,3.26,54.71,5.23,101.53,69.7099533
1/17/1995,12.77,22.4,5.77,13.05,4.19,43.97,4.05,101.73,71.251564
1/18/1995,12.8,22.47,5.37,13.41,3.44,36.12,3.41,101.72,70.1830215
1/19/1995,15.48,24.54,8.82,16.38,2.35,50.36,5.78,101.35,59.8071899
1/20/1995,20.15,28.11,13.38,19.66,3.09,73.65,10.46,100.95,67.0849304
1/21/1995,18.65,27.03,12.43,19.35,2.97,43.21,6,100.96,62.7460365
1/22/1995,17.55,26.44,11.2,18.63,1.94,35.42,4.7,101.09,61.6202698
1/23/1995,19.61,28.15,13.55,19.83,3.89,69.88,10.02,101.03,66.1496887
1/24/1995,19.26,26.99,13.45,19.62,2.69,46.72,6.6,101.01,71.1024704
1/25/1995,18.17,27.1,11.2,18.49,2.39,37.43,4.92,101.11,72.5789642
1/26/1995,18.31,28.17,10.68,19.31,2.56,35,4.83,101.21,77.003006
1/27/1995,19.6,28.54,13.6,20.14,2.09,42.28,6.16,101.12,79.9708099
1/28/1995,20.15,28.14,13.96,19.91,3.43,52.75,7.58,101.24,69.598732
1/29/1995,19.62,28.2,12.88,19.78,3.18,43.92,6.25,101.33,73.8730927
1/30/1995,19.96,28.78,12.6,20.44,2.1,42.03,6.23,101.2,76.026535
1/31/1995,19.86,28.63,13.25,19.95,2.62,44.39,6.39,101.15,75.9274902
2/1/1995,18.85,28.58,11.29,19.43,2.54,30.98,4.31,101.19,45.7449799
2/2/1995,19.93,29.82,13.56,20.5,2.45,32.66,4.87,101,76.2104111
2/3/1995,19.57,28.55,11.9,19.78,2.71,39.94,5.7,100.9,77.5985336
2/4/1995,19.63,29.36,12.15,19.79,2.69,29.85,4.26,101.02,82.1512756
2/5/1995,20.14,30.52,11.38,19.93,3.86,25.42,3.64,101.35,76.156929
2/6/1995,21.32,31.37,12.54,21.37,3.11,25.81,4.04,101.35,63.0926208
2/7/1995,23.42,33.35,17.46,23.89,1.86,25.18,4.6,101.18,78.9708939
2/8/1995,24.16,34.31,16.19,24.04,3.71,30.2,5.59,100.85,79.0880966
2/9/1995,24.56,34.51,16.46,24.05,4.37,40.17,7.47,100.64,
2/10/1995,23.73,32.4,16.08,23.08,5.17,56.9,10,100.59,88.5669022
2/11/1995,24.55,31.16,18.38,23.67,5.25,54.87,10,100.52,92.3012009
2/12/1995,22.24,29.37,13.95,21.1,2.69,38.31,5.95,100.58,91.1814423
2/13/1995,19.74,26.63,12.12,19.02,3.68,42.24,5.77,100.61,84.7493591
2/14/1995,21.01,28.7,13.62,20.38,5.08,39.76,5.91,100.57,92.0718689
2/15/1995,19.74,28.41,11.47,19.59,3.09,23.73,3.35,100.76,88.2705765
2/16/1995,20.15,29.8,12.94,20.67,3.65,24.74,3.74,100.69,94.1029663
2/17/1995,22.69,31.31,14.58,21.9,4.2,43.09,7.04,100.46,90.0773849
2/18/1995,22.36,30.83,13.37,21.62,4.04,26.69,4.28,100.52,96.5043869
2/19/1995,22.26,30.11,13.65,21.48,3.71,29.78,4.73,100.63,94.280838
2/20/1995,22.89,30.45,14.1,21.97,2.9,34.39,5.63,100.74,92.7787018
2/21/1995,21.45,26.59,17.4,20.57,4.31,46.72,7.02,100.77,89.1253967
2/22/1995,19.87,26.54,13.31,19.61,3.86,28.14,3.98,100.73,92.7348175
2/23/1995,20.15,29.81,11.19,19.78,3.02,31.07,4.44,100.66,98.4994965
2/24/1995,22.44,30.78,12.48,21.19,3.2,39.14,6.11,100.7,98.5472717
2/25/1995,20.61,25.56,14.74,19.52,3.14,52.06,7.34,100.63,92.9302521
2/26/1995,22.35,29.46,14.72,21.18,4.02,54.3,8.51,100.44,97.4556351
2/27/1995,20.23,26.98,13.03,19.36,3.82,34.77,4.85,100.55,100.094055
2/28/1995,19.11,26.27,9.99,18.09,3.07,22.3,2.86,100.76,
3/1/1995,21.52,28.62,13.76,20.4,4.02,19.53,2.89,100.91,
3/2/1995,21.21,28.3,13.39,20.23,4.81,20.81,3.04,101.14,101.882782
3/3/1995,20.96,27.16,15.22,20.74,2.62,25.71,3.88,101.12,105.482437
3/4/1995,23.24,30.32,14.8,22.28,3.27,26.57,4.43,100.76,95.3985138
3/5/1995,22.16,30.37,13.1,21.18,4.07,27.85,4.35,100.57,102.589455
3/6/1995,21.96,30.46,12.37,21.04,3.38,23.9,3.7,100.57,102.006142
3/7/1995,22.26,29.93,12.38,20.73,3.4,25.75,3.9,100.73,80.9224243
3/8/1995,21.12,29.56,13.29,20.52,5.04,14.22,2.12,100.9,51.4971542
3/9/1995,20.15,29.3,11.27,19.69,4.2,13.6,1.93,100.93,83.2286606
3/10/1995,21.07,29.94,11.56,20.8,1.92,13.96,2.12,101,107.450699
3/11/1995,22.93,31.16,13.83,22.07,1.47,27.42,4.5,101.07,100.182571
3/12/1995,23.38,32.12,16.54,23.53,2.5,13.94,2.5,100.92,87.2161179
3/13/1995,24.55,33.1,16.63,24.18,3.51,10.94,2.04,100.68,101.457703
3/14/1995,24.21,32.04,18.74,24.59,3.86,15.62,2.99,100.59,103.762444
3/15/1995,23.78,29.66,18.26,23.16,4.38,52.54,9.27,100.67,109.251152
3/16/1995,24.9,31.31,15.8,23.16,3.41,47.74,8.41,100.78,111.767708
3/17/1995,27.01,33.55,16.26,24.73,3.08,40.44,7.82,100.75,114.855385
3/18/1995,27.73,34.23,19.29,25.81,3.95,46.54,9.61,100.72,114.173195
3/19/1995,28.18,36.09,18.29,26.43,4.94,48.27,10.34,100.85,113.086967
3/20/1995,29.96,37.14,20.59,27.99,3.09,42.31,9.93,100.79,110.552216
3/21/1995,31.05,37.28,21.25,29.04,2.61,27.76,6.92,100.7,115.85598
3/22/1995,30.8,37.73,21.37,28.99,4.41,35.04,8.73,100.49,115.288422
3/23/1995,29.6,38.12,20.75,28.12,6.07,46.35,11.03,100.21,108.480202
3/24/1995,28.44,36.3,22.7,27.44,6.93,52.2,11.95,100.18,116.287651
3/25/1995,29.61,36.52,19.91,27.61,4.76,37.04,8.56,100.05,114.52095
3/26/1995,28.23,36.61,16.44,26.3,2.51,26.05,5.56,100.11,118.771492
3/27/1995,29.17,37.16,17.94,27.16,4.19,28.74,6.45,100.21,115.743408
3/28/1995,28.24,35.54,20.52,26.87,7.74,51.09,11.32,100.01,
3/29/1995,27.55,35.61,16.74,25.7,4.52,22.67,4.67,99.99,118.13224
3/30/1995,27.28,34.99,16.25,25.2,4.19,26.39,5.28,100.11,117.355377
3/31/1995,27.81,35.09,16.14,25.48,2.81,34.2,6.95,100.28,117.343231
4/1/1995,27.55,35.73,17.77,26.57,3.89,21.7,4.69,100.39,114.133385
4/2/1995,28.17,36.11,17.91,26.6,3.2,15.4,3.33,100.51,120.512718
4/3/1995,27.23,36.61,17.38,27.11,3.66,9.53,2.12,100.7,120.585457
4/4/1995,29.58,39.43,18.43,28.86,4.69,17.6,4.34,100.43,122.551674
4/5/1995,31.36,41.22,19.81,29.58,6.23,33.58,8.69,100.06,118.059669
4/6/1995,29.82,39.03,20.24,28.18,6.06,40.29,9.61,100.21,120.87912
4/7/1995,29.33,37.64,19.82,27.81,6.6,44.48,10.4,100.11,112.621918
4/8/1995,29.79,38.01,21.52,28.26,7.51,43.89,10.58,99.7,103.163803
4/9/1995,29.76,37.04,19.64,27.74,5.79,33.76,7.86,99.95,120.174271
4/10/1995,30.02,36.98,18.98,27.52,2.91,34.35,7.85,100.49,119.160004
4/11/1995,30.69,37.99,20.16,29.41,2.6,20.8,5.29,100.68,123.902046
4/12/1995,32.06,39.93,20.87,30.41,3.74,15.81,4.26,100.55,105.069916
4/13/1995,30.98,39.44,21.21,29.44,7.01,28.18,7.22,100.17,116.897377
4/14/1995,30.42,38.19,21.23,28.68,7.24,49.24,12.16,99.8,121.047638
4/15/1995,30.72,37.93,22.6,29.07,5.42,51.68,13.04,99.94,110.636398
4/16/1995,27.62,31.3,22.82,26.84,4.68,64.29,14.24,100.13,118.385353
4/17/1995,28.67,33.76,23.44,27.81,4.83,56.48,13.21,100.28,126.086464
4/18/1995,30.16,33.19,22.22,27.81,2.45,54.79,12.78,100.46,125.546486
4/19/1995,31.89,36.53,21.98,29.14,2.01,40.88,10.29,100.46,123.579849
4/20/1995,32.98,38.87,21.07,30.1,2.47,31.21,8.3,100.34,126.913254
4/21/1995,32.54,39.6,22.07,30.51,5.16,36.55,9.99,100.1,126.297241
4/22/1995,31.16,37.14,22.56,29.41,5.71,52.79,13.58,100.05,127.057541
4/23/1995,33.06,38.02,23.63,30.78,3.63,49.81,13.84,100.17,127.538124
4/24/1995,33.61,38.48,25.83,31.72,5.03,39.22,11.5,100.07,129.128204
4/25/1995,32.3,38.92,22.68,30.37,6.86,39.55,10.73,100.07,131.159607
4/26/1995,31.58,37.56,25.12,30.12,5.74,54.32,14.54,100.16,129.607925
4/27/1995,31.55,37.91,24.41,30.03,4.53,42.78,11.37,100.2,130.973328
4/28/1995,33.1,39.88,22.79,31.01,4.11,37.5,10.53,100.22,130.529892
4/29/1995,33.57,39.98,23.44,31.35,5.5,37.3,10.68,100.2,127.23156
4/30/1995,34.35,39.91,23.88,31.68,3.17,32.16,9.39,100.09,127.781311
5/1/1995,35.59,41.45,24,32.67,4.01,31.99,9.91,99.81,128.567703
5/2/1995,36.09,42.42,24.12,33.3,3.35,28.04,8.97,99.94,126.187523
5/3/1995,36.93,42.98,24.98,34.09,2.71,23.79,7.95,100.02,127.611862
5/4/1995,36.92,44.05,25.71,34.59,4.53,24.64,8.48,99.84,129.0905
5/5/1995,36.04,43.64,24.84,33.74,5.74,35.69,11.77,99.61,128.414795
5/6/1995,37.09,43.99,25.15,34.54,4.32,33.99,11.71,99.73,131.318787
5/7/1995,37.08,44.25,26.25,35.04,5.64,27.32,9.64,99.92,128.516754
5/8/1995,36.83,44.86,25.77,35.07,5.51,23.52,8.31,99.88,131.400162
5/9/1995,36.99,45.18,25.66,35.2,6.39,28.23,10.09,99.57,129.952103
5/10/1995,37.89,46,25.92,36.08,6.03,27.51,10.34,99.34,131.834747
5/11/1995,38.81,46.82,27.09,36.59,5.79,27.26,10.53,99.41,132.311096
5/12/1995,38.58,46.42,27.02,36.62,5.31,24.12,9.32,99.56,130.258987
5/13/1995,39.57,47.57,27.96,37.38,5.84,21.85,8.81,99.39,132.344193
5/14/1995,39.91,47.83,27.42,37.37,5.27,23.44,9.48,99.01,131.957352
5/15/1995,37.41,46.17,26.57,35.2,7.02,32.08,11.55,98.91,133.273483
5/16/1995,34.02,40.55,25.28,31.88,8.75,43.56,13.01,99.16,132.165054
5/17/1995,34.49,41.97,25.13,32.29,8.55,46.98,14.37,99.16,128.708847
5/18/1995,34.87,42.59,24.88,33.11,7.95,29.14,9.3,99.27,129.275925
5/19/1995,33.42,40.59,24.13,31.66,8.53,34.49,10.12,99.57,131.021606
5/20/1995,33.17,39.49,24.09,30.94,7.33,46.12,12.96,99.89,127.194038
5/21/1995,33.21,39.26,24.6,30.88,6.97,45.62,12.78,99.87,131.175781
5/22/1995,34.5,41.21,23.48,31.55,5.53,37.62,10.96,99.62,131.687042
5/23/1995,33.94,40,24.27,31.31,6.05,46.68,13.41,99.82,128.544373
5/24/1995,32.99,38.82,23.94,30.89,5.85,48.86,13.68,100.03,130.869583
5/25/1995,35.27,41.96,24.21,32.59,4.78,38.26,11.78,100.07,129.0215
5/26/1995,36.21,42.65,24.95,33.76,3.59,27.97,9.17,100.19,130.929611
5/27/1995,36.71,43.29,25.17,34.37,4.98,27.52,9.34,100.11,132.002121
5/28/1995,37.29,44.02,25.87,34.97,5.97,29.13,10.24,99.95,132.230576
5/29/1995,38.01,44.75,25.74,35.1,5.08,26.93,9.55,99.81,133.780121
5/30/1995,38.02,44.88,26.51,35.38,5.75,30.78,11.1,99.69,130.837036
5/31/1995,37.37,43.35,27.08,34.69,6.11,39.12,13.6,99.72,124.28624
6/1/1995,37.13,43.29,26.75,34.58,6.25,39.41,13.62,99.71,127.583321
6/2/1995,38.69,45.21,26.51,35.78,5.26,29.9,11.05,99.52,129.86084
6/3/1995,38.84,45.32,27.1,36.22,4.87,21.67,8.19,99.44,126.410194
6/4/1995,38.78,45.75,25.63,35.64,4.13,26.06,9.56,99.37,124.499313
6/5/1995,37.98,45.87,25.61,35.29,6.29,34.11,12.29,99.38,127.976601
6/6/1995,37.85,45.88,27.03,35.24,7.7,39.48,14.21,99.29,127.084671
6/7/1995,37.49,45.44,27.73,35.32,8.97,39.84,14.41,99.31,128.658752
6/8/1995,36.18,43.99,26.57,34.12,9.88,42.49,14.38,99.26,127.953712
6/9/1995,36.32,43.97,26.84,33.94,8.96,47.45,15.95,99.09,128.370209
6/10/1995,36.3,42.25,27.22,33.4,8.17,50.41,16.46,98.99,124.679291
6/11/1995,35.39,41.49,27.54,33.12,9.64,52.18,16.78,98.96,127.305283
6/12/1995,36.19,42.51,27.07,33.65,8.25,48.51,16.07,98.96,126.996002
6/13/1995,36.29,42.05,27.21,33.56,7.21,45.88,15.09,99.09,127.813477
6/14/1995,37.37,42.58,27.44,34.21,5.89,43.35,14.75,99.26,128.435867
6/15/1995,38.71,44.45,26.35,35.36,5.77,41.52,15.06,99.29,126.213234
6/16/1995,37.9,41.78,29.43,34.92,6.35,51.81,18.38,99.3,
6/17/1995,36.33,40.45,29.24,33.73,8.83,56.49,18.8,99.07,125.94725
6/18/1995,36.3,40.74,29.12,33.76,9.18,53.39,17.79,99.05,128.993698
6/19/1995,36.48,40.98,28.9,33.81,8.31,51.97,17.35,99.15,128.36821
6/20/1995,36.43,41.36,28.84,33.82,8.53,52.79,17.62,99.16,128.213669
6/21/1995,36.7,43.18,28.46,34.37,9.05,47.4,16.31,99.16,128.549484
6/22/1995,37.38,43.08,27.77,34.64,7.03,42.96,14.98,99.2,127.27388
6/23/1995,37.35,42.34,27.74,34.09,6.36,47.98,16.22,99.36,126.186028
6/24/1995,36.46,40.77,27.61,33.49,7.04,50.4,16.48,99.37,122.926544
6/25/1995,37.33,41.54,28.58,34.32,5.71,51.24,17.54,99.45,79.8338928
6/26/1995,37.97,44.56,28.07,35.2,6.94,46.28,16.63,99.38,124.078339
6/27/1995,37.1,44.43,27.52,34.84,8.49,43.5,15.35,99.17,124.569504
6/28/1995,37.33,44.04,27.87,34.91,8.1,46.93,16.66,99.05,131.42305
6/29/1995,37.56,45.33,27.61,35.15,8.66,47.35,17.05,98.93,127.166672
6/30/1995,36.52,44.21,27.73,34.23,9.73,49.83,17.07,98.83,130.552994
7/1/1995,35.05,40.61,27.82,32.83,10.42,55.27,17.54,98.68,129.776733
7/2/1995,35.37,41.16,28.04,33.03,9.81,54.76,17.59,98.69,129.392487
7/3/1995,34.95,40.09,27.75,32.61,9.57,54.8,17.14,98.93,126.490959
7/4/1995,35.27,40.42,27.87,32.76,8.55,53.4,16.82,99.01,124.659386
7/5/1995,35.81,41.63,27.82,33.31,8.04,50.48,16.42,98.89,111.250313
7/6/1995,35.8,41.05,27.41,33,7.36,52.35,16.7,99.05,129.269653
7/7/1995,35.14,40.31,27.25,32.56,7.95,52.29,16.26,99.14,127.608551
7/8/1995,35.43,40.75,26.87,32.66,7.6,52.25,16.35,99.09,116.214699
7/9/1995,35.82,40.32,27.44,32.81,6.62,52.03,16.42,99.09,126.34185
7/10/1995,36.51,41.07,27.31,33.41,6.2,48.07,15.72,98.89,121.514145
7/11/1995,38.1,42.28,27.12,34.47,4.91,46.57,16.16,98.88,129.348434
7/12/1995,40.51,44.24,29.41,37.05,4.13,39.32,15.7,98.94,120.734917
7/13/1995,41.14,44.16,31.19,37.55,4.4,40.86,16.78,98.92,125.488083
7/14/1995,41.25,44.08,30.58,36.88,4.2,45.15,17.88,98.96,123.305786
7/15/1995,38.74,42.12,30.67,35.37,5.11,51.23,18.7,98.9,121.282791
7/16/1995,37.38,40.4,29.41,34.11,5.38,55.09,18.77,98.82,130.123306
7/17/1995,33.66,35.72,29.01,31.83,6.25,62.73,18.8,98.87,127.854263
7/18/1995,34.82,37.64,28.25,32.26,5.58,61.35,18.84,98.85,
7/19/1995,35.39,36.81,28.04,32.7,3.23,57.34,18.06,98.81,126.474556
7/20/1995,33.24,36.25,28.61,32.21,3.76,64.66,19.85,98.65,131.722748
7/21/1995,31.34,33.62,27.21,29.96,4.46,72.83,19.61,98.94,112.713356
7/22/1995,31.05,34.38,26.45,29.74,5.26,72.43,19.2,99.23,129.707535
7/23/1995,32.37,36.14,26.64,30.56,5.67,67.34,18.67,99.46,124.674934
7/24/1995,32.33,35.77,26.72,30.6,6.54,66.57,18.51,99.38,101.37355
7/25/1995,32.08,35.89,27.08,30.55,6.87,67.13,18.65,99.21,110.689362
7/26/1995,31.83,35.72,27.24,30.56,7.94,67.95,18.9,99.17,115.959656
7/27/1995,31.09,34.18,27.26,30.19,6.85,71.36,19.42,99.25,127.930618
7/28/1995,33.96,39.33,26.93,32.23,6.07,62.07,18.95,99.27,95.8642197
7/29/1995,35.65,40.34,26.92,33.21,3.52,56.57,18.28,99.11,92.846199
7/30/1995,36.03,40.29,27.74,33.44,4.2,55,18.01,99.02,97.6290054
7/31/1995,33.59,38.2,27.51,32.08,6.16,59.53,18.04,99.16,75.6612854
8/1/1995,33.89,39.27,26.53,31.94,6.72,60.77,18.26,99.21,84.1809082
8/2/1995,33.29,38.67,26.7,31.49,8.07,60.17,17.65,99,75.0761414
8/3/1995,33.28,38.58,26.79,31.49,7.41,60.8,17.87,98.86,107.456299
8/4/1995,34.5,39.4,26.51,32.07,4.65,58.62,17.76,99.12,122.312851
8/5/1995,33.73,38.86,26.95,31.84,6.15,60.98,18.19,99.34,50.9082031
8/6/1995,32.95,38.63,26.38,31.14,8.2,61.83,17.75,99.21,90.7427597
8/7/1995,32.16,36.58,26.41,30.47,8.51,64.08,17.73,99.04,116.818748
8/8/1995,32.76,37.63,26.31,30.92,7.22,62.45,17.75,98.95,126.953674
8/9/1995,34.5,39.19,25.93,31.89,4.75,56.88,17.03,99.21,126.641022
8/10/1995,36.18,40.46,26.55,33.18,3.98,52.19,16.75,99.51,118.006104
8/11/1995,33.97,36.91,27.65,31.86,5.17,60.02,17.85,99.77,118.689598
8/12/1995,32.74,37.04,26.88,30.81,8.92,63.04,17.69,99.6,85.4597626
8/13/1995,31.19,35.6,26,29.67,12.02,65.97,17.45,98.96,112.533913
8/14/1995,32.42,38.1,26.26,30.83,10.12,62.55,17.7,98.86,126.417274
8/15/1995,32.47,37.49,26.23,30.61,8.37,61.62,17.13,99.41,79.6526108
8/16/1995,32.57,37.91,25.54,30.59,7.87,58.19,16.12,99.56,98.29673
8/17/1995,33.25,38.31,25.88,30.92,6.45,58.07,16.38,99.66,119.794502
8/18/1995,33.37,37.83,26.11,30.85,5.91,60.04,16.85,99.75,74.1544876
8/19/1995,33.25,37.65,26.48,31.14,7.01,59.81,17.08,99.7,
8/20/1995,32.7,37.27,26.55,30.78,8.38,61.64,17.26,99.61,50.1573792
8/21/1995,33.57,38.39,26.48,31.36,6.77,58.71,17,99.54,62.4987679
8/22/1995,34.15,38.85,26.39,31.72,5.83,56.86,16.79,99.58,64.7073059
8/23/1995,34.71,39.69,25.93,31.99,5.54,54.11,16.23,99.58,114.78878
8/24/1995,35.32,40.36,26.26,32.46,5.39,51.13,15.74,99.59,117.69297
8/25/1995,35.7,40.87,26.39,32.81,5.52,51.23,16.09,99.58,119.026482
8/26/1995,34.36,39.96,26.34,32.12,6.06,55.55,16.81,99.42,124.003876
8/27/1995,33.84,39.23,26.28,31.77,5.85,57.47,17.07,99.31,119.316551
8/28/1995,35.12,40.81,26.71,32.79,5.5,53.93,16.97,99.26,120.708061
8/29/1995,34.66,40.37,27,32.56,6.45,52.29,16.26,99.14,116.494949
8/30/1995,34.84,41.77,25.98,32.65,5.74,48.75,15.23,99.12,122.197739
8/31/1995,35.39,41.61,25.73,32.89,4.64,47.8,15.12,99.21,120.695648
9/1/1995,36.24,41.52,26.23,33.34,4.13,45.38,14.72,99.21,121.094185
9/2/1995,36.41,41.95,25.97,33.53,4.37,40.85,13.39,99.18,121.37365
9/3/1995,35.84,42.05,26.51,33.59,5.92,39.55,13.02,99.03,114.093628
9/4/1995,32.76,39.65,24.78,31.08,7.31,45.35,12.95,99.1,120.583237
9/5/1995,32.19,38.77,24.07,30.46,6.67,49.48,13.61,99.37,107.527344
9/6/1995,33.35,40.09,23.51,31.03,4.41,46.08,13.05,99.68,101.419998
9/7/1995,33.56,39.66,24.06,31.2,4.62,45.56,13.01,99.8,51.8022842
9/8/1995,33.88,39.66,23.86,31.28,4.57,45.58,13.06,99.88,87.0498505
9/9/1995,34,38.84,24.92,31.3,4.79,48.28,13.84,100.04,105.430054
9/10/1995,33.97,38.75,24.86,31.4,4.78,46.63,13.42,100.12,105.464035
9/11/1995,34.45,39.26,25.18,31.83,4.46,44.81,13.21,100.14,110.983406
9/12/1995,34.91,40.01,25.84,32.31,4.64,43.93,13.3,100.27,103.455002
9/13/1995,33.91,39.96,24.96,31.84,5.81,46.17,13.62,100.2,103.723656
9/14/1995,32.96,39.23,25,31.07,6.37,52.27,14.81,99.94,108.898766
9/15/1995,33.13,39.85,24.69,31.25,5.86,50.15,14.36,99.89,113.173622
9/16/1995,33.55,40.72,23.84,31.52,5.01,45.89,13.34,99.87,110.964584
9/17/1995,33.24,40.89,23.57,31.3,5.2,41.93,12.01,100.02,110.216698
9/18/1995,32.7,40.71,22.56,30.95,5.5,40.43,11.35,100.01,110.477844
9/19/1995,32.85,40.22,23.47,30.86,5.71,51.41,14.4,99.9,109.867645
9/20/1995,32.51,39.59,23.65,30.48,6.21,54.08,14.82,99.9,
9/21/1995,32.86,39.7,25.08,30.95,6.81,53.97,15.2,99.88,106.842667
9/22/1995,32.42,38.67,25.23,30.66,6.9,54.68,15.16,99.79,101.530449
9/23/1995,33.33,39.17,25.41,31.13,5.53,52.73,15.03,99.67,105.585175
9/24/1995,34.37,39.8,25.25,31.88,3.34,49.29,14.64,99.82,105.540352
9/25/1995,35.2,39.87,25.36,32.32,2.84,45.67,13.88,99.96,106.346321
9/26/1995,34.9,39.67,25.07,32.36,3.32,41.83,12.73,99.98,103.544922
9/27/1995,35.16,39.94,25.66,32.51,4.12,43.57,13.37,100.05,108.64566
9/28/1995,33.71,39.99,25.4,31.71,5.8,44.66,13.1,100.04,106.681091
9/29/1995,32.56,39.07,24.33,30.73,5.92,51.06,14.17,100.03,107.347542
9/30/1995,33.44,39.85,24.19,31.12,4.5,49.32,13.99,100.06,103.810638
10/1/1995,33.64,40.52,23.91,31.47,4.6,45.78,13.24,100.11,104.734612
10/2/1995,33.58,40.55,23.4,31.52,4.46,45.42,13.15,100.21,104.63575
10/3/1995,33.1,40.44,23.96,31.32,5.43,47.91,13.73,100.13,101.227592
10/4/1995,33.08,40.39,24.54,31.16,4.8,48.35,13.75,100.01,102.441345
10/5/1995,33.38,40.46,23.1,31.29,3.15,45.92,13.14,100.1,99.9919891
10/6/1995,33.67,39.69,23.86,31.41,3.34,43.9,12.64,100.16,99.6927719
10/7/1995,33.41,39.13,24.61,31.37,4.08,44.82,12.87,100.21,95.3053207
10/8/1995,33.15,39.25,24,31.29,2.8,33.89,9.66,100.26,95.0752792
10/9/1995,33.32,40.1,23.86,31.71,2.97,27.31,7.96,100.28,93.5871429
10/10/1995,33.59,40.73,24.73,32.37,2.84,24.88,7.54,100.14,91.5105286
10/11/1995,32.65,40.35,24.14,31.78,3.07,23.68,6.94,100.07,95.47892
10/12/1995,32.32,40.5,23.18,31.77,3.46,20.75,6.08,100.02,89.6783295
10/13/1995,33.79,40.71,25.99,33.24,1.92,21.24,6.77,99.97,94.3579407
10/14/1995,34.95,40.35,27.73,33.55,2.86,34.44,11.19,99.99,91.1600189
10/15/1995,34.28,37.18,27.21,32.33,2.05,44.65,13.56,100.05,93.7097015
10/16/1995,33.36,36.62,28.27,31.9,3.77,45.7,13.52,100.21,92.0227509
10/17/1995,31.51,37.58,24.36,30.26,4.26,39.77,10.68,100.45,93.8117523
10/18/1995,32.74,39.08,23.7,31.29,2.06,29.24,8.32,100.39,93.2523422
10/19/1995,32.56,39,24.44,31.26,3.87,35.66,10.16,100.17,84.8212585
10/20/1995,30.85,38.27,23.33,29.98,3.29,32.53,8.61,100.18,90.0688629
10/21/1995,30.9,37.94,21.73,29.49,2.19,32.21,8.26,100.47,85.8473358
10/22/1995,30.79,37.96,22.64,29.73,3.06,30.28,7.85,100.68,
10/23/1995,30.33,37.39,21.74,29.24,2.67,22.66,5.71,100.75,82.6724548
10/24/1995,30.67,38.37,23.62,30.65,0.66,19.6,5.35,100.77,81.8831558
10/25/1995,30.68,38.54,22.67,30.16,1.87,20.4,5.42,100.63,84.1893234
10/26/1995,30.59,38.32,21.87,29.53,2.83,22.47,5.76,100.6,83.5430069
10/27/1995,30.05,37.09,21.71,29.19,2.57,20.68,5.2,100.52,84.6201324
10/28/1995,28.95,36.39,20.83,28,3.17,19.98,4.69,100.42,78.5710831
10/29/1995,29.3,35.15,21.17,27.91,2.51,26.09,6.1,100.5,82.3501129
10/30/1995,27.12,34.21,21.27,26.78,4.21,15.13,3.3,100.57,81.086937
10/31/1995,25.57,34.8,19.36,26.23,2.04,14.24,3.01,100.57,84.9199753
11/1/1995,25.74,35.15,19.83,26.77,1.15,14.29,3.11,100.63,80.3245087
11/2/1995,25.79,35.86,18.49,26.2,1.77,16.1,3.39,100.67,77.9155884
11/3/1995,26.76,36.57,17.14,25.99,4.16,32.26,6.73,100.59,77.4407654
11/4/1995,27.04,34.97,18.92,26.02,4.67,56.07,11.78,100.37,79.3899918
11/5/1995,27.7,34.71,19.21,26.34,3.3,55.34,11.86,100.35,77.3503189
