Date,TS,Tmax,Tmin,T,WS,RH,SH,PS,SI
1/18/2000,16.07,26.41,8.23,15.83,4.79,17.83,1.97,101.31,63.1603355
1/19/2000,18.45,29.22,10.66,19.01,2.55,22.27,3.02,101.11,64.2895737
1/20/2000,21.23,30.26,14.01,20.95,6.15,62.4,9.63,100.54,57.0343437
1/21/2000,22.7,30.5,16.08,22.21,5.57,61.72,10.31,100.43,
1/22/2000,21.77,29.51,15.84,21.42,3.97,51.03,8.09,100.64,64.0494843
1/23/2000,21.11,29.21,13.1,20.74,1.9,36.05,5.46,100.89,64.9272308
1/24/2000,22.92,31.04,15.61,22.15,2.96,57.77,9.56,100.86,28.2946243
1/25/2000,21.96,28.57,16.52,21.61,3.72,51.97,8.32,100.85,60.3198051
1/26/2000,20.87,28.03,13.88,20.12,4.4,35.07,5.1,101.08,64.4246521
1/27/2000,18.71,26.12,11.66,18.07,4.79,27.66,3.53,101.38,65.406662
1/28/2000,17.37,26.26,9.28,16.93,3.95,23.87,2.83,101.42,65.7078094
1/29/2000,17.9,28.16,9.1,18.58,2.25,18.37,2.42,101.32,59.6142807
1/30/2000,19.79,29.9,11.01,19.55,4.61,32.39,4.55,101.03,63.8839073
1/31/2000,21.81,30.76,14.9,21.19,4.61,43.97,6.87,100.63,68.85112
2/1/2000,17.81,26.78,11.55,18.42,4.09,18.17,2.39,100.57,70.4056549
2/2/2000,18.77,27.9,12.14,18.89,2.7,40.96,5.55,100.55,70.3737335
2/3/2000,19.32,26.08,13.11,18.79,3.15,46.06,6.19,100.83,73.0312271
2/4/2000,20.03,26.94,13.62,19.45,4.84,53.17,7.46,100.64,73.745842
2/5/2000,17.37,24.15,8.73,16.01,2.89,41.65,4.7,100.77,73.2525787
2/6/2000,18.88,27.03,10.57,17.83,2.44,39.62,5.02,100.64,65.4194031
2/7/2000,18.7,27.08,9.98,18.2,2.55,28.99,3.75,100.78,58.3497238
2/8/2000,20.1,27.55,12.24,19.35,1.97,35.64,4.96,100.7,61.8247375
2/9/2000,21.71,28.34,13.84,20.69,4.15,62.31,9.45,100.67,76.0778809
2/10/2000,19.53,25.21,14.66,19.21,3.46,43.81,6.06,100.56,58.1385193
2/11/2000,16.42,25.74,7.84,16.61,2.85,14.87,1.74,100.69,57.8854141
2/12/2000,16.09,24.93,8.25,15.69,4.19,14.87,1.64,100.81,80.8150406
2/13/2000,15.89,25.02,7.26,15.3,4.55,15.75,1.69,101.08,87.3291855
2/14/2000,16.46,26.23,6.9,16.02,3.62,16.16,1.81,101.15,87.2814636
2/15/2000,18.56,28.15,9.11,18.2,2.34,16.89,2.18,100.99,90.4140854
2/16/2000,20,28.97,13.19,20.3,4.26,28.43,4.19,100.84,87.2317047
2/17/2000,20.11,29,10.24,19.35,2.93,21.52,2.99,100.69,83.9814224
2/18/2000,21.26,29.65,13.14,20.55,2.93,42.87,6.45,100.46,82.5848389
2/19/2000,20.97,30,11.08,20.04,2.57,19.85,2.89,100.46,85.5523376
2/20/2000,20.72,29.48,11.53,19.79,3.54,16.66,2.39,100.47,87.3906479
2/21/2000,19.62,28.06,10.76,18.75,4.23,17.59,2.35,100.77,85.5807114
2/22/2000,18.93,28.23,9.99,18.4,4.83,16.35,2.14,100.95,
2/23/2000,19.89,29.66,10.75,19.53,4.39,14.44,2.02,100.93,89.948494
2/24/2000,20.35,30,11.4,20.01,4.33,15.01,2.17,101.01,93.3875122
2/25/2000,21.11,31.17,13.49,21.64,2.3,16.01,2.56,100.82,93.2500763
2/26/2000,22.89,33.26,12.25,22,3.86,40.17,6.6,100.5,63.6240845
2/27/2000,25.49,34.45,16.11,24.41,4.73,54.74,10.44,100.43,77.4852142
2/28/2000,27.3,36.14,17.15,25.89,3.25,47.53,9.87,100.65,88.64711
2/29/2000,28.01,37.79,18.02,27.03,5.21,41.06,9.13,100.56,99.0325089
3/1/2000,28.07,36.15,18.92,26.63,4.69,44.64,9.71,100.34,75.1557083
3/2/2000,26.75,33.51,17.74,25.33,3.64,37.83,7.61,100.37,91.8616638
3/3/2000,25.37,33.26,17.52,24.45,7.22,47.27,9.04,100.29,72.4478073
3/4/2000,24.16,31.03,16.34,23.12,4.12,28.81,5.07,100.37,93.5193787
3/5/2000,21.04,29.15,11.7,20.12,3.57,10.66,1.56,100.58,87.6687927
3/6/2000,21.69,29.67,11.01,20.45,3.57,22.26,3.32,100.41,97.5993652
3/7/2000,22.34,29.84,14.47,21.44,4.65,30.06,4.77,100.59,71.8821716
3/8/2000,21.68,31.11,12.15,22.05,2.65,10.49,1.72,100.92,92.2081604
3/9/2000,23.7,34.15,13.03,23.36,4.67,21.45,3.82,100.57,103.620682
3/10/2000,25.62,34.55,17.58,24.7,7.87,53.32,10.37,100.19,99.9563217
3/11/2000,26.44,35.3,16.69,25.09,5.29,37.09,7.37,100.12,105.730133
3/12/2000,25.65,32.21,17.14,24.15,5.27,48.92,9.22,99.96,108.511559
3/13/2000,25.67,33.3,15.35,24.22,1.9,32.48,6.13,100.02,105.523979
3/14/2000,26.1,34.57,16.04,24.71,2.86,20.15,3.9,100.36,109.379829
3/15/2000,25.83,33.89,15.54,24.25,4.39,34.17,6.43,100.49,94.3513641
3/16/2000,26.07,34.74,16.26,24.71,5.6,47.36,9.2,100.27,107.027817
3/17/2000,26.83,35.32,16.77,25.45,4.17,28.71,5.83,100.13,111.685738
3/18/2000,24.23,33.59,14.33,24.22,3.55,8.35,1.57,100.41,112.447403
3/19/2000,26.47,36.87,17.5,26.2,2.3,17.58,3.71,100.48,112.926201
3/20/2000,27.47,36.09,17.67,26.24,5.62,42.35,9.01,100.24,111.207878
3/21/2000,27.81,34.35,19.78,26.47,3.32,42.46,9.17,100.16,116.58007
3/22/2000,26.56,33.66,18.35,25.76,3.21,24.97,5.14,100.41,115.09333
3/23/2000,27.01,35.13,19.56,26.86,0.94,14.62,3.2,100.68,117.996529
3/24/2000,27.76,36.05,19.65,26.97,2.19,19.5,4.29,100.84,111.078232
3/25/2000,28.58,37.47,19.33,28.65,1.33,12.3,2.99,100.75,
3/26/2000,29.78,39.19,22.48,29.63,2.19,13.02,3.35,100.57,114.080177
3/27/2000,31.12,39.78,20.43,29.68,2.67,12.55,3.24,100.47,114.672256
3/28/2000,31.4,39.96,21.11,30.01,2.74,12.05,3.18,100.4,115.835693
3/29/2000,31.47,39.91,22.08,29.99,3.27,15.68,4.13,100.35,117.110054
3/30/2000,31.23,38.68,21.4,29.35,4.17,32.91,8.39,100.27,117.704689
3/31/2000,30.61,38.07,21.86,29.05,5.4,31.53,7.9,100.25,123.660385
4/1/2000,30.21,38.29,19.67,28.67,3.84,28.71,7.03,100.3,124.202393
4/2/2000,31.76,39.54,21.68,30.57,2.8,15.22,4.15,100.18,125.4198
4/3/2000,31.89,40.29,22.53,31.32,3.18,14.65,4.18,100.09,126.705688
4/4/2000,32.43,41.03,22.7,31.2,4.36,11.62,3.29,100.04,125.283165
4/5/2000,30.86,40.07,21.27,30.56,3.85,7.08,1.93,100.05,121.780083
4/6/2000,31.94,41.38,24.79,31.95,2.85,9.5,2.81,100.01,117.203178
4/7/2000,30.9,39.22,20.3,29.39,5.02,29.82,7.63,100.11,117.899948
4/8/2000,31.62,41.08,20.67,30.23,4.26,34.44,9.24,100.27,120.040436
4/9/2000,34.27,42.82,22.16,32.19,4.24,23.27,6.98,100.13,117.45369
4/10/2000,33.92,43.77,23.02,32.4,6.21,29.52,8.99,99.93,121.222969
4/11/2000,34.87,44.97,23.06,32.73,5.5,36.16,11.25,99.79,121.506737
4/12/2000,34.79,44.09,24.01,32.84,5.52,36.71,11.49,99.77,124.793106
4/13/2000,34.1,42.55,23.07,32.15,5.45,39.75,11.99,99.65,123.124077
4/14/2000,34.2,42.99,23.6,32.61,5.31,30.01,9.28,99.58,125.011368
4/15/2000,34.09,42.9,22.92,32.4,3.67,24.34,7.42,99.72,123.507492
4/16/2000,34.71,43.26,22.63,32.27,3.97,36.88,11.17,99.84,118.721512
4/17/2000,34.87,44.19,23.98,32.76,5.38,37.21,11.6,99.79,120.129532
4/18/2000,33.91,43.83,23.54,32.27,7.71,38.64,11.71,99.84,119.155205
4/19/2000,32.75,41.31,24.02,31.31,8.82,42.32,12.13,100,117.907127
4/20/2000,31.74,40.08,23.3,30.27,8.59,42.95,11.6,99.97,107.500412
4/21/2000,31.45,37.84,23.64,29.81,8.76,57.37,15.15,99.78,107.348679
4/22/2000,33.34,41.08,25.53,31.85,9.2,49.45,14.66,99.81,121.785904
4/23/2000,33.29,40.78,25,31.59,8.94,51.7,15.11,99.82,122.520416
4/24/2000,33.73,42.34,25.22,32.09,9.42,48.32,14.54,99.72,122.84761
4/25/2000,34.35,43.41,25.67,32.71,9.86,47.58,14.85,99.55,120.236023
4/26/2000,34.61,43.24,25.48,33,9.17,47.82,15.17,99.54,
4/27/2000,35.33,43.56,26.23,33.43,8.21,43.39,14.08,99.62,117.275414
4/28/2000,36.15,44.08,25.17,33.47,6.02,42.57,13.83,99.73,123.013229
4/29/2000,35.79,44.41,24.41,33.38,6.15,36.13,11.65,99.86,123.396805
4/30/2000,35.78,43.77,25.12,33.34,6.84,43.01,13.84,99.97,125.503334
5/1/2000,35.14,44.13,25.1,33.23,7.85,42.09,13.47,99.9,126.557861
5/2/2000,34.77,43.38,25.16,32.94,7.56,44.22,13.93,99.88,122.778343
5/3/2000,34.89,43.09,24.93,32.7,6.74,44.2,13.71,99.99,123.265694
5/4/2000,34.77,41.97,24.88,32.59,7.13,47.63,14.72,99.83,129.312958
5/5/2000,37.42,43.29,25.78,34.11,3.73,45.02,15.16,99.8,133.270782
5/6/2000,40.12,46.43,28.71,36.92,4.1,33.84,13.29,99.75,131.217896
5/7/2000,36.65,44.02,26.65,34.63,6.38,37.37,12.94,99.74,130.023895
5/8/2000,36.51,45.04,25.18,34.1,6.36,42,14.15,99.65,127.973785
5/9/2000,37.27,44.64,26.38,34.44,5.92,44.66,15.33,99.69,129.764511
5/10/2000,36.28,42.48,26.52,33.56,6.36,48.56,15.88,99.69,130.23085
5/11/2000,35.62,41.08,26.32,32.74,6.01,49.83,15.56,99.66,127.133278
5/12/2000,34.88,39.89,26.71,32.18,7.18,50.9,15.39,99.7,129.578156
5/13/2000,34.79,39.25,27.47,32.36,7.38,52.21,15.95,99.79,128.316589
5/14/2000,35.69,40.23,27.72,33,6.48,48.66,15.4,99.8,131.57106
5/15/2000,36.73,42.2,26.49,33.87,5.74,43.37,14.42,99.66,130.403564
5/16/2000,36.68,41.41,27.27,33.66,5.7,44.28,14.57,99.55,131.725235
5/17/2000,36.45,41.07,26.42,33.15,5.59,47.71,15.28,99.44,131.282349
5/18/2000,35.87,41.88,26.73,33.23,7.11,48.05,15.48,99.31,129.789185
5/19/2000,36.12,43.29,26.99,33.66,8.16,50,16.53,99.19,130.115067
5/20/2000,35.86,41.74,26.66,33.32,7.2,53.08,17.2,99.35,130.461823
5/21/2000,35.55,41.02,26.87,32.93,7.75,52.19,16.52,99.47,131.752289
5/22/2000,34.79,40.2,27.06,32.43,8.6,52.28,16.08,99.48,127.275215
5/23/2000,35.07,40.71,27.2,32.71,8.26,53.28,16.66,99.46,129.566742
5/24/2000,35.32,42.22,26.83,32.91,8.51,51.57,16.31,99.41,127.917564
5/25/2000,34.91,41.47,26.92,32.63,9.54,52.75,16.43,99.36,124.324677
5/26/2000,35.27,41.87,27.28,33.1,9.91,52.78,16.93,99.13,113.829323
5/27/2000,35.51,41.7,27.51,33.23,9.48,53.16,17.17,99.14,116.884987
5/28/2000,36.05,41.33,27.4,33.17,7.56,53.12,17.06,99.36,
5/29/2000,35.92,41.28,27.28,33.12,7.16,50.56,16.16,99.55,128.541977
5/30/2000,34.78,40.13,26.12,32.31,7.79,50.2,15.32,99.57,132.696686
5/31/2000,34.7,40.17,27.06,32.53,9.13,51.73,16,99.52,130.569885
6/1/2000,35.08,40.69,27.69,32.86,9.15,54.96,17.37,99.3,130.130646
6/2/2000,35.48,40.79,28.05,33.13,8.13,54.33,17.42,99.32,130.389099
6/3/2000,35.42,40.2,27.59,33.08,7.41,56.04,17.93,99.29,130.3582
6/4/2000,36.81,43.53,27.48,34.33,6.91,44.53,15.28,99.18,132.019806
6/5/2000,37.53,42.81,27.26,34.37,5.04,44.6,15.35,99.06,127.297234
6/6/2000,39.24,44.55,27.1,36.22,3.47,35.28,13.45,98.9,127.79068
6/7/2000,39.67,45.87,29.18,37.94,3.93,22.19,9.27,98.81,126.194489
6/8/2000,39.24,47.05,29.19,36.99,6.74,32.49,12.93,98.77,129.493042
6/9/2000,37.04,43.52,28.77,34.8,8.57,46.69,16.48,99.04,128.5923
6/10/2000,37.18,43.58,28.97,34.66,8.41,47.24,16.52,99.17,128.989731
6/11/2000,37.9,44.84,28.72,35.23,7.56,45.21,16.3,99.21,114.505829
6/12/2000,37.04,43.37,28.9,34.61,8.89,51.34,17.91,99.19,126.763039
6/13/2000,36.26,42.33,29.11,34.11,9.99,51.17,17.37,99.12,129.807541
6/14/2000,34.87,40.78,28.45,33.13,12.17,51.84,16.65,99.16,129.679123
6/15/2000,34.23,39.82,27.94,32.5,11.87,53.64,16.61,99.24,131.45285
6/16/2000,34.4,40.09,27.9,32.68,10.51,52.09,16.28,99.29,130.857697
6/17/2000,36.26,43.76,27.31,34.16,8.41,42.68,14.49,99.24,131.463699
6/18/2000,36.47,44.15,26.96,34.4,8.79,39.35,13.54,99.13,132.091934
6/19/2000,35.49,42,26.95,33.47,8.91,45.47,14.87,99.13,127.946442
6/20/2000,35.8,42.59,26.84,33.46,8.34,45.79,14.97,99.12,131.242157
6/21/2000,35.21,40.72,26.99,32.6,7.9,51.51,16.03,99.31,133.733902
6/22/2000,34.55,39.67,27.23,32.12,8.83,52.58,15.93,99.25,132.170364
6/23/2000,34.05,38.63,27.01,31.74,9.15,52.83,15.65,99.3,126.333893
6/24/2000,34.19,40.09,26.78,32,9.99,50.61,15.23,99.27,128.106155
6/25/2000,33.62,38.91,26.73,31.48,10.97,54.27,15.86,99.23,125.702644
6/26/2000,33.46,38.56,26.47,31.24,10.57,54.59,15.73,99.28,122.793976
6/27/2000,33.98,38.9,26.63,31.63,9.26,55.52,16.36,99.28,123.560936
6/28/2000,35.04,40.51,26.58,32.33,7.66,52.43,16.06,99.37,124.578423
6/29/2000,36.08,41.13,26.73,33.08,6.66,49.26,15.75,99.29,
6/30/2000,36.61,41.8,26.5,33.37,6.13,46.57,15.15,99.1,125.586472
7/1/2000,38.18,42.01,27.5,34.81,4.83,47.23,16.66,99.11,128.007553
7/2/2000,34.43,36.08,29.55,32.73,5.01,58.48,18.37,99.2,122.653137
7/3/2000,34.72,38.32,28.36,32.6,6.31,59.62,18.6,99.21,123.328499
7/4/2000,33.55,35.98,28.25,31.56,6.67,62.29,18.3,99.28,123.06826
7/5/2000,36.08,39.83,27.7,33.06,6.34,53.53,17.1,99.29,125.496132
7/6/2000,35.39,40.05,27.82,32.9,8.25,54.92,17.41,99.2,129.828186
7/7/2000,35.28,40.08,27.7,32.83,8.28,53.75,16.99,99.07,127.633743
7/8/2000,35.77,40.6,27.25,32.89,7.26,55.12,17.5,98.97,128.84639
7/9/2000,35.31,40.24,27.36,32.58,7.67,54.74,17.11,98.82,127.635925
7/10/2000,35.46,40.6,27.13,32.67,7.34,52.52,16.5,98.81,117.423073
7/11/2000,35.62,40.81,27.06,32.74,7.05,52.1,16.42,98.81,124.079308
7/12/2000,36.13,40.58,27.05,32.94,5.79,50.85,16.2,98.89,126.103188
7/13/2000,37.79,43.15,27.68,34.35,5.27,47.51,16.38,98.81,133.785431
7/14/2000,33,37.77,27.98,31.98,7.2,60.11,18.16,98.88,124.401779
7/15/2000,31.7,37.08,26.51,30.72,7.68,64.68,18.17,98.97,131.701584
7/16/2000,32.5,37.17,26.75,30.9,8.37,61.94,17.59,98.94,125.041573
7/17/2000,32.53,37.66,26.42,30.93,7.45,61.25,17.42,98.93,127.969116
7/18/2000,31.89,36.77,26.23,30.38,7.82,60.17,16.57,98.95,126.604767
7/19/2000,32.19,37.57,26.05,30.55,7.87,58.48,16.26,98.96,129.793228
7/20/2000,32.14,37.62,25.78,30.43,7.71,58.22,16.06,99.07,127.845207
7/21/2000,31.28,36.44,25.87,29.88,8.32,58.82,15.69,99.25,129.912445
7/22/2000,30.75,35.15,26.13,29.61,8.18,59.01,15.46,99.46,129.602509
7/23/2000,31.22,36.08,25.59,29.65,9.09,57.41,15.07,99.49,127.922783
7/24/2000,31.23,36.32,25.2,29.72,9.37,58.1,15.33,99.34,130.108276
7/25/2000,32,38.05,25.04,30.31,8.43,56.27,15.34,99.46,127.781555
7/26/2000,32.17,37.87,25.17,30.43,7.36,56.3,15.46,99.46,125.391907
7/27/2000,33.21,39.28,25.23,31.06,6.44,54.36,15.49,99.37,113.669731
7/28/2000,31.85,36.48,25.26,30.28,5.63,57.05,15.55,99.35,70.7631073
7/29/2000,34.66,39.48,26.09,32.06,5.07,52.35,15.77,99.46,119.485115
7/30/2000,32.47,36.83,26.78,30.79,6.62,56.41,15.8,99.57,129.480545
7/31/2000,32.2,37.25,26.07,30.56,8.52,57.99,16.07,99.34,
8/1/2000,30.2,33.28,26.72,29.3,8.82,65.5,16.91,99.22,23.5111198
8/2/2000,31.33,35.47,25.93,29.76,9.4,60.59,16.04,99.34,123.918335
8/3/2000,31.76,36.25,25.64,30,8.57,58.3,15.61,99.48,121.879959
8/4/2000,31.99,36.84,25.12,30.06,7.64,57.47,15.43,99.63,133.461472
8/5/2000,32.16,37.51,24.95,30.25,7.85,55.56,15.07,99.65,127.660423
8/6/2000,32.15,37.01,25.6,30.28,8.72,56.62,15.41,99.54,123.5308
8/7/2000,33.03,38.5,25.48,30.84,7.19,55.81,15.68,99.52,111.343315
8/8/2000,32.83,37.97,25.72,30.65,7.49,56.48,15.69,99.54,116.353333
8/9/2000,33.6,39.34,25.55,31.3,7.41,54.74,15.83,99.29,126.948036
8/10/2000,35.51,40.01,25.97,32.27,4.74,51.6,15.78,99.15,117.852226
8/11/2000,36.94,41.4,26.39,33.74,3.91,46.97,15.58,99.22,123.70401
8/12/2000,36.12,41.73,28.05,34.18,4.61,46.01,15.64,99.28,125.404488
8/13/2000,33.54,34.86,28.6,31.91,2.71,58.34,17.42,99.64,129.891739
8/14/2000,33.52,37.09,27.19,31.56,7.1,59.26,17.33,99.67,129.134094
8/15/2000,32.63,37.46,26.1,30.54,8.48,59.66,16.49,99.51,121.621338
8/16/2000,32.11,36.7,25.71,30.12,8.74,59.86,16.15,99.49,124.475609
8/17/2000,32.61,38.75,25.44,30.64,8.56,56.47,15.72,99.32,117.088577
8/18/2000,33.42,39.85,25.52,31.26,7.97,54.75,15.8,99.24,127.242371
8/19/2000,35.52,40.16,26.1,32.4,4.25,51.27,15.75,99.41,125.984642
8/20/2000,35.7,41.17,26.71,32.81,5.66,50.59,15.9,99.44,130.187912
8/21/2000,34.38,41.11,26.29,32.11,7.25,50.34,15.23,99.29,129.126556
8/22/2000,34.97,41.15,25.2,32.23,4.93,46.82,14.25,99.33,127.504425
8/23/2000,37.11,43.54,25.42,34.87,3.43,38.79,13.67,99.37,126.850731
8/24/2000,39.51,45.33,29.76,37.58,3.22,31.9,13.07,99.12,124.855461
8/25/2000,38.88,43.08,30.33,37.46,3.63,33.87,13.8,99.02,125.138847
8/26/2000,37.28,39.44,32.01,36.27,4.84,42.97,16.42,99.1,116.533546
8/27/2000,35.27,37.81,29.04,33.3,4.64,55.46,17.97,99.29,118.848907
8/28/2000,34.94,39.8,27.41,32.54,6.4,55.93,17.35,99.31,123.153214
8/29/2000,33.65,38.68,27.14,31.53,8.35,59.83,17.56,99.21,123.890808
8/30/2000,33.05,38.2,26.63,31.13,8.71,59.41,17.04,99.17,124.979218
8/31/2000,32.95,38.56,26.04,31.08,8.55,57.2,16.36,99.11,125.342422
9/1/2000,33.18,39.38,26.03,31.29,8.06,54.86,15.87,99.18,
9/2/2000,33.61,40.07,26.22,31.66,7.21,53.44,15.77,99.28,121.911766
9/3/2000,33.34,39.42,26.3,31.46,7.37,53.04,15.45,99.42,122.375694
9/4/2000,33.41,39.61,25.7,31.34,6.56,52.89,15.28,99.57,121.590179
9/5/2000,32.42,38.08,25.91,30.6,7.38,55.1,15.26,99.56,121.649055
9/6/2000,32.14,37.97,25.83,30.5,7.92,54.83,15.12,99.42,121.120659
9/7/2000,31.93,36.93,25.68,30.19,7.62,55.54,15.03,99.57,64.5826263
9/8/2000,32.03,37.49,25.55,30.23,7.42,56.97,15.43,99.69,111.950516
9/9/2000,31.88,37.85,25.75,30.28,8.65,56.56,15.36,99.68,76.9624023
9/10/2000,32.02,38.09,25.67,30.37,7.91,54.25,14.82,99.61,100.337578
9/11/2000,31.98,37.51,25.33,30.17,6.72,51.55,13.91,99.64,102.439911
9/12/2000,32.2,37.95,24.07,30.12,5.27,51.5,13.83,99.77,106.360245
9/13/2000,33.07,38.26,24.35,30.49,4.23,49.99,13.69,99.99,97.0817871
9/14/2000,32.87,39.23,23.65,30.59,5.08,45.56,12.53,100.05,97.8108063
9/15/2000,31.5,38.15,22.58,29.43,5.93,48.4,12.47,99.92,93.8330078
9/16/2000,30.58,37.32,22.19,28.69,6.16,51.27,12.65,99.94,104.415794
9/17/2000,30.11,36.35,22.58,28.39,6.79,55.25,13.39,100.06,113.612892
9/18/2000,30.64,35.58,24.57,28.99,7.46,57.64,14.51,99.85,109.411293
9/19/2000,31.74,36.42,23.93,29.56,4.89,57.7,15.02,99.82,109.399338
9/20/2000,32.59,37.38,24.39,30.18,4.17,53.81,14.48,100,112.985291
9/21/2000,33.03,38.84,23.2,30.79,2.87,43.49,12.08,100.12,108.29966
9/22/2000,30.8,33.33,24.55,29.5,2.17,48.45,12.49,100.3,108.806633
9/23/2000,35.37,40.63,26.97,33.4,3.38,36.76,11.84,100.09,106.642639
9/24/2000,36.2,42.59,26.18,34.14,3.38,31.06,10.43,99.94,108.729729
9/25/2000,34.68,42.39,25.79,33.27,5.53,32.92,10.54,99.9,107.201393
9/26/2000,34.98,42.48,24.98,32.88,3.64,41.65,13.06,99.9,107.874367
9/27/2000,34.4,42.43,25.65,33.04,3.42,37.7,11.91,100.01,104.359795
9/28/2000,35.09,42.37,25.06,33.48,2.18,32.28,10.44,100.02,106.919022
9/29/2000,35.29,42.9,25.77,33.51,3.68,35.3,11.46,99.91,106.03405
9/30/2000,33.82,41.57,23.95,32.16,4.9,39.27,11.81,99.9,103.693611
10/1/2000,33.57,41.34,23.76,31.93,4.62,38.29,11.35,100.04,105.335175
10/2/2000,33.67,40.37,24.27,32.14,3.89,32.24,9.65,100.23,
10/3/2000,34.85,42.29,26.17,33.55,3.54,21.77,7.04,100.19,
10/4/2000,34.14,41.7,25.71,32.88,3.28,20.62,6.43,100.1,100.527763
10/5/2000,33.43,41.58,23.82,32.11,3.79,33.84,10.12,100.12,102.308525
10/6/2000,32.34,39.07,25.09,31.51,4.12,42.84,12.4,100.18,101.692734
10/7/2000,34,40.09,24.96,32.42,2.97,36.15,11.01,100.13,98.4411469
10/8/2000,34.8,40.04,27.14,33.15,3.14,33.11,10.51,100.04,98.4409027
10/9/2000,34.07,40.76,25.25,32.32,4.61,37.98,11.53,99.89,95.4492111
10/10/2000,32.52,40.72,22.33,31.13,4.16,31.59,8.95,100,96.9781265
10/11/2000,32.41,40.43,22.72,31.1,3.56,17.91,5.04,100.15,95.8097229
10/12/2000,32.56,39.75,23.61,31.03,3.36,17.53,4.91,100.24,95.9513779
10/13/2000,30.98,39.08,22.23,29.99,4.62,26.91,7.12,100.11,93.2175598
10/14/2000,30.55,39.42,20.81,29.72,2.4,37.15,9.7,100.08,94.6515503
10/15/2000,30.51,39.81,20.69,30.19,1.66,26.47,7.07,100.32,95.4568558
10/16/2000,30.45,40.25,20.71,30.06,2.39,24.65,6.53,100.42,89.7158356
10/17/2000,31.49,41.1,20.68,30.13,2.55,32.59,8.69,100.28,91.2160797
10/18/2000,31.69,40.8,21.95,30.65,3.83,26.33,7.24,100.12,86.9304504
10/19/2000,31.53,40.96,21.57,30.59,4.65,31.99,8.78,100.06,89.502037
10/20/2000,31.94,41.06,22.09,30.72,4.31,38.89,10.75,100.13,88.6423035
10/21/2000,31.46,39.79,22.91,30.33,5.51,46.98,12.72,100.16,92.6298828
10/22/2000,31.12,39.48,23.05,29.77,4.38,51.1,13.44,99.89,92.0775909
10/23/2000,31.2,38.94,22.35,29.81,2.54,48.98,12.91,99.81,88.8549271
10/24/2000,31.16,39.16,22.67,29.93,2.15,37.22,9.83,100.15,89.6155701
10/25/2000,31.21,38.88,22.23,29.76,3.27,44.63,11.65,100.45,87.1857452
10/26/2000,30.13,38.32,21.06,29.1,2.86,37.14,9.32,100.49,88.8389893
10/27/2000,29.71,38.48,20.61,29.53,1.88,23.86,6.13,100.43,85.8733292
10/28/2000,29.86,38.95,21.6,29.71,2.61,19.91,5.16,100.51,87.7312012
10/29/2000,29.74,38.2,21.54,29.07,4.33,24.74,6.18,100.57,85.8608704
10/30/2000,28.94,36.68,20.5,28.01,4.68,45.26,10.66,100.59,85.6310501
10/31/2000,28.7,36,19.88,27.28,3.89,52.68,11.93,100.35,86.5645065
11/1/2000,27.89,34.52,19.37,26.48,3.52,50.06,10.79,100.46,81.6135864
11/2/2000,27.8,35.51,19.09,26.97,2.21,39.15,8.66,100.7,79.9225082
11/3/2000,27.64,35.86,20.46,27.87,2.67,21.81,5.06,100.88,76.4544144
11/4/2000,27.54,35.81,20.47,27.55,2.53,20.31,4.62,100.92,
11/5/2000,27.02,35.51,19.69,26.69,4.95,31.8,6.91,100.65,79.4796906
11/6/2000,27.29,35.43,19.88,26.59,5.36,54.24,11.8,100.28,80.8356323
11/7/2000,27.32,33.36,20.21,26.24,4.49,57.57,12.25,100.39,80.4586029
11/8/2000,27.98,34.6,21.36,27.27,2.99,44.65,10.07,100.55,78.1306915
11/9/2000,26.82,34.19,19.92,26.23,3.08,27.9,5.9,100.67,79.7610626
11/10/2000,27.06,35.13,19.97,26.96,2.11,21.89,4.82,100.7,74.8428802
11/11/2000,27.22,35.58,19.55,26.82,2.43,27.05,5.91,100.77,77.7875137
11/12/2000,26.16,33.11,19.98,26.02,3.07,29.38,6.14,100.56,77.0292511
11/13/2000,24.25,32.33,17.25,23.82,3.95,14.5,2.66,100.49,78.2748718
11/14/2000,22.59,32.15,15.29,22.43,5.05,9.13,1.53,100.74,76.971199
11/15/2000,21.2,31.75,13.11,21.6,3.43,9.3,1.48,100.78,76.684433
11/16/2000,22.97,33.8,15.66,24.44,1.71,11.71,2.22,100.72,76.6986618
11/17/2000,24.09,33.77,16.94,24.58,2.39,26.01,4.98,100.69,75.364357
11/18/2000,22.14,30.14,16.13,22.07,4.11,14.45,2.38,100.69,73.6873398
11/19/2000,20.8,31.38,13.35,21.65,3.68,9.68,1.55,100.75,69.961441
11/20/2000,22.25,33.02,16.46,23.13,2.91,28.51,5.01,100.59,71.8087463
11/21/2000,23.88,33.25,15.59,23.3,3.32,56.17,10.02,100.39,70.090538
11/22/2000,23.56,31.59,16.17,23.14,2.53,44.62,7.86,100.57,70.5929108
11/23/2000,24.3,31.58,17.68,24.18,2.56,38.02,7.1,100.93,71.1766357
11/24/2000,25.41,31.82,18.8,24.79,2.24,48.89,9.48,101.05,70.1130219
11/25/2000,25.48,31.88,18.2,24.81,1.48,40.17,7.8,100.88,69.7462234
11/26/2000,25.88,32.74,19.31,25.08,3.82,61.62,12.21,100.67,66.1354523
11/27/2000,22.71,30.1,17.1,22.44,4.66,28.6,4.81,100.79,66.6725693
11/28/2000,20.08,28.67,13.8,19.93,4.58,15.93,2.29,101,64.6608429
11/29/2000,19.8,28.62,13.02,20.04,3.44,21.76,3.15,101.02,64.5388718
