YEAR,TS,Tmax,Tmin,T,WS,RH,SH,PS,SI
8/9/1999,37.05,41.78,28.42,34.97,3.7,43.52,15.54,98.71,115.95
8/10/1999,38.13,41.9,30.02,35.85,3.11,43.11,16.12,99.04,98.26
8/11/1999,39.33,43.38,30.96,37,3.72,39.5,15.72,99,112.08
8/12/1999,38.44,44.32,29.12,36.2,5.21,38.88,14.86,98.65,114.05
8/13/1999,38.09,44.64,27.86,35.68,4.37,37.28,13.87,98.47,116.07
8/14/1999,36.85,42.75,26.88,34.64,5.03,38.32,13.4,98.85,104.73
8/15/1999,36.9,42.44,27.12,34.52,4.58,39.82,13.78,99.26,108.28
8/16/1999,37.5,43.48,27.49,35.32,4.8,37.14,13.42,99.32,99.9
8/17/1999,37.48,43.15,28.18,35.38,4.2,36.29,13.15,99.35,120.76
8/18/1999,38,43.78,28.74,35.88,3.9,34.09,12.69,99.41,116.77
8/19/1999,38.35,43.64,28.64,36.12,4.93,34.13,12.86,99.43,
8/20/1999,38.36,43.91,28.4,36.11,4.92,32.46,12.24,99.32,69.37
8/21/1999,37.51,43.19,28.67,35.56,5.88,34.84,12.78,99.11,86.29
8/22/1999,36.62,42.58,27.1,34.58,5.4,37.91,13.16,99.2,96.35
8/23/1999,37.25,42.11,27.65,34.87,4.67,36.9,13,99.39,107.91
8/24/1999,37.72,43.54,27.65,35.47,5.13,35.07,12.78,99.25,111.3
8/25/1999,36.79,43.12,26.82,34.73,6.11,36.68,12.87,98.94,118.51
8/26/1999,35.8,41.31,25.71,33.55,5.21,39.6,13,99.04,117.98
8/27/1999,35.91,40.73,27.25,33.69,4.46,37.23,12.27,99.44,111.67
8/28/1999,37.76,42.5,28,35.19,3.71,34.86,12.49,99.34,111.42
8/29/1999,37.47,42.86,27.5,35.21,4.77,35.2,12.63,99.35,110.01
8/30/1999,37.22,42.65,27.66,35.01,5.1,34.49,12.22,99.44,106.64
8/31/1999,37.25,42.99,27.06,35.01,4.85,35.29,12.53,99.34,108.88
9/1/1999,37.17,43.54,26.87,35.14,5.31,35.03,12.54,99.23,107.83
9/2/1999,36.78,42.9,26.4,34.56,5.07,37.44,12.97,99.33,111.79
9/3/1999,37.12,42.6,27.29,34.84,4.22,36.48,12.82,99.38,106.02
9/4/1999,37.06,42.95,27.44,35,4.2,34.15,12.11,99.4,111.09
9/5/1999,38.09,43.47,28.55,35.87,3.72,31.25,11.62,99.34,108.66
9/6/1999,38.53,43.64,29.24,36.22,3.49,30.84,11.7,99.25,97.16
9/7/1999,38.4,43.76,28.72,36.14,3.92,32.78,12.38,99.34,96.26
9/8/1999,37.97,43.6,28.29,35.92,4.2,32.7,12.19,99.39,89.6
9/9/1999,38.14,43.77,27.94,35.8,3.48,30.18,11.19,99.28,95.76
9/10/1999,38.18,44.26,28.15,35.93,3.33,27.78,10.37,99.29,103.41
9/11/1999,38.87,44.76,28.09,36.39,1.91,21.93,8.37,99.36,108.24
9/12/1999,38.61,45.95,29.07,37.09,3.91,20.33,8.08,99.2,103.04
9/13/1999,38.42,46.41,27.51,36.8,2.47,17.9,7,99.2,106.16
9/14/1999,37.69,45.98,27.11,36.14,1.98,17.57,6.63,99.16,104.6
9/15/1999,36.88,45.11,24.72,34.83,3.06,26.79,9.42,99.14,105.14
9/16/1999,36.32,43.72,25.61,34.29,3.9,34.78,11.89,99.13,105.05
9/17/1999,36.31,43.17,25.89,34.37,4.71,36.22,12.43,99.17,104.01
9/18/1999,35.61,41.31,26.4,33.69,4.78,36.55,12.07,99.26,103.58
9/19/1999,35.48,41.14,26.84,33.62,4.01,36.2,11.85,99.64,101.41
9/20/1999,36.77,42.51,26.97,34.63,3.13,32.99,11.41,99.8,
9/21/1999,36.81,43.15,26.99,35.07,4.68,29.98,10.63,99.68,100.41
9/22/1999,36.11,42.48,27.11,34.6,5.26,32.48,11.23,99.58,99.08
9/23/1999,35.43,42.07,25.85,33.7,4.66,36.49,12,99.7,97.4
9/24/1999,36.12,42.44,26.64,34.29,3.4,32.19,10.91,99.84,96.24
9/25/1999,37.01,43.94,26.69,35.08,3.65,26.96,9.56,99.69,102.45
9/26/1999,37.83,44.86,27.75,35.96,3.31,25.63,9.55,99.54,99.85
9/27/1999,36.49,43.19,26.69,34.83,3.43,28.86,10.09,99.73,101.1
9/28/1999,36.87,43.06,28.03,35.13,2.47,27.9,9.9,99.85,99.39
9/29/1999,37.95,43.69,28.7,36.5,1.46,20.61,7.88,99.77,100.5
9/30/1999,36.61,42.25,28.58,35.39,2.5,21.31,7.66,99.95,101.09
10/1/1999,36.02,41.51,26.78,34.02,2.52,29.83,9.94,99.96,101.91
10/2/1999,36.12,40.88,27.3,33.86,3.23,35.46,11.73,99.97,100.28
10/3/1999,35.03,40.77,26.26,33.06,2.92,31.91,10.09,99.9,99.68
10/4/1999,34.74,41.34,25.21,33.37,1.78,27.63,8.88,99.96,99.06
10/5/1999,34.34,41.7,25.71,33.95,1.38,17.38,5.76,100,97.78
10/6/1999,33.38,41.7,25.39,33.17,1.9,15.06,4.77,100.01,98.1
10/7/1999,32.18,41.67,22.56,32.4,2.22,9.9,3.01,99.86,94.28
10/8/1999,31.8,42.22,23.15,31.63,2.61,9.84,2.86,99.69,94.95
10/9/1999,31.05,40.6,22.35,31.21,1.87,12.07,3.42,99.94,92.68
10/10/1999,30.33,40.06,20.68,30.27,2.58,10.34,2.77,100.16,94.64
10/11/1999,28.01,38.4,19.14,28.7,3.4,4.44,1.09,100.17,92.5
10/12/1999,27.71,39.86,18.32,29.04,2.32,4.98,1.24,100.06,89.52
10/13/1999,29.88,40.16,21.27,29.82,2.63,13.25,3.47,100.17,90.14
10/14/1999,30.75,40.44,23.56,30.6,2.16,15.45,4.22,100.32,87.76
10/15/1999,30.29,40.42,20.51,29.88,2.9,10.94,2.87,100.27,90.37
10/16/1999,30.95,41.12,21.79,30.53,2.49,12.31,3.35,100.16,88.64
10/17/1999,30.92,41.17,22.66,31.06,2.59,12.81,3.61,99.81,91.89
10/18/1999,31.07,40.75,23.07,30.65,2.35,12.56,3.46,99.61,88.4
10/19/1999,30.23,39.69,20.54,30.26,2.09,12.26,3.29,99.88,82.34
10/20/1999,29.86,40.32,22.89,30.69,2.26,11.04,3.04,99.89,84.79
10/21/1999,29.85,39.73,22.75,29.94,2.88,14.44,3.8,100.09,82.81
10/22/1999,29.66,38.88,21.12,29.36,2.98,22.26,5.66,100.37,
10/23/1999,29.71,39.14,22.18,30.35,1.51,14.7,3.95,100.49,77.35
10/24/1999,29.46,38.63,21.89,29.36,2.03,15.69,3.99,100.4,79.45
10/25/1999,29.94,39.11,21.69,29.48,2.54,17.54,4.49,100.24,77.92
10/26/1999,30.46,39.09,21.57,29.56,2.12,16.34,4.21,100.28,77.74
10/27/1999,29.37,39.11,20.81,30.13,2.03,13.09,3.48,100.26,77.76
10/28/1999,28.69,38.96,20.08,28.9,3.13,12.65,3.14,100.11,72.64
10/29/1999,28.88,40.22,19.19,29.06,2.66,12.54,3.14,100.01,76.95
10/30/1999,28.58,38.98,19.87,28.68,2.88,12.64,3.1,99.87,76.46
10/31/1999,28.88,39.83,19.97,28.78,2.19,11.91,2.94,99.84,79.8
11/1/1999,29.05,39.36,20.13,28.77,2.53,14.67,3.61,100.21,72.98
11/2/1999,29.79,38.56,21.67,29.27,2.37,20.27,5.13,100.41,73.92
11/3/1999,30.29,39.27,21.4,29.81,4.63,19.95,5.22,100.2,73.72
11/4/1999,28.96,36.9,20.36,28.53,3.13,21.44,5.22,99.98,74.57
11/5/1999,26.97,35.32,19.86,26.51,4.23,12.81,2.76,100.28,70.63
11/6/1999,24.35,34.09,16.72,24.24,3.93,7.54,1.41,100.54,70.42
11/7/1999,22.67,33.09,13.95,23.45,2.71,7.94,1.42,100.63,72.24
11/8/1999,22.54,33.87,13.51,23.75,2.31,8.06,1.47,100.61,60.86
11/9/1999,23.57,35.09,17.21,24.57,2.67,8.5,1.63,100.45,67.27
11/10/1999,23.71,34.22,16,24.31,3.75,16.11,3.04,100.39,58.47
11/11/1999,23.87,33.61,14.78,23.66,2.1,14.8,2.68,100.62,66.82
11/12/1999,25.5,34.35,17.36,25.24,2.82,22.62,4.51,100.64,67.76
11/13/1999,26.71,34.75,19.16,26.05,2.37,30.06,6.28,100.73,62.1
11/14/1999,26.95,35.45,19.68,27.24,1.34,25.8,5.78,100.86,64.07
11/15/1999,25.2,34.29,19,26.19,3.3,18.92,3.98,100.85,63.5
11/16/1999,23.98,34.67,14.94,24.61,2.54,11.58,2.21,100.84,65.89
11/17/1999,23.89,34.43,18.58,26.09,2.1,12.14,2.53,100.87,62.87
11/18/1999,23.73,34.92,15.84,24.94,2.3,10.89,2.12,100.86,63.92
11/19/1999,22.85,32.64,15.49,23.59,2.78,13.14,2.37,100.73,64.1
11/20/1999,22.56,33.14,14.37,23.64,2.22,12.95,2.34,100.68,63.77
11/21/1999,23.05,33.25,17.71,24.21,2.84,18.55,3.48,100.59,62.48
11/22/1999,23.32,32.13,16.43,23.44,2.32,25.77,4.61,100.71,62.62
11/23/1999,22.59,32.18,14,22.83,2.06,21.51,3.7,100.93,
11/24/1999,23.02,31.47,16.51,23.51,2.14,18.72,3.35,100.81,61.67
11/25/1999,22.62,32.09,17.67,23.98,1.06,16.67,3.08,100.65,64.25
11/26/1999,21.96,32.17,14.68,23.46,1.73,17.71,3.17,100.67,59.7
11/27/1999,22.03,32.75,15.03,23.14,2.24,18.31,3.21,100.82,58.86
11/28/1999,22.75,33.61,15.98,23.36,2.58,19.52,3.47,100.74,56.04
11/29/1999,22.49,33.58,15.25,22.83,3.32,15.36,2.65,100.64,53.83
11/30/1999,21.36,32.63,14.15,22.3,2.79,12.55,2.09,100.56,56.35
12/1/1999,21.19,31.81,13.66,22.26,2.07,16.35,2.72,100.84,52.17
12/2/1999,20.81,31.6,13.17,22.51,1.73,16.93,2.85,101.07,20.06
12/3/1999,20.98,32.16,16.04,22.46,2.27,15.74,2.64,100.87,12.4
12/4/1999,20.82,31.76,14.88,22.45,2.1,17.49,2.94,100.84,58.1
12/5/1999,20.24,31.09,14.87,22.79,1.02,15.54,2.67,100.83,57.08
12/6/1999,18.61,28.57,12.5,19.76,3.11,14.43,2.06,100.62,47.2
12/7/1999,17.46,27.93,9.77,18.15,2.96,17.94,2.31,100.89,54.51
12/8/1999,17.51,28.12,11.17,18.54,1.84,17.66,2.32,101.18,54.16
12/9/1999,17.22,27.83,12.25,18.69,1.49,15.56,2.07,101.15,54.21
12/10/1999,17.14,28.28,10.21,19.2,1.66,12.78,1.75,101.12,54.49
12/11/1999,17.74,29.09,12.45,19.48,2.41,13.74,1.92,101.06,53.09
12/12/1999,18.81,29.61,14.07,19.97,1.68,15.72,2.26,100.93,53.82
12/13/1999,18.59,28.96,11.15,19.71,2.12,17.38,2.47,100.9,55.14
12/14/1999,18.56,29.29,13.79,21.27,1,16.6,2.6,100.72,53
12/15/1999,19.06,30.1,14.23,21.03,1.47,15.94,2.46,100.77,51.92
12/16/1999,19.22,30.28,12.53,19.93,3.26,20.3,2.93,100.73,54.19
12/17/1999,19.85,29.44,12.86,19.91,2.94,23.02,3.31,100.78,53.14
12/18/1999,19.69,29.64,14.03,20.98,1.77,19.76,3.04,100.77,45.71
12/19/1999,18.51,27.94,11.73,18.92,3.33,19.58,2.65,100.85,51.65
12/20/1999,18.36,28.22,11.89,18.88,3.19,12.15,1.63,101.05,50.72
12/21/1999,17.33,27.52,12.72,19.16,1.57,16.13,2.21,101.07,51.29
12/22/1999,17.28,25.81,13.68,19.13,1.46,12.81,1.75,101.13,50.85
12/23/1999,18.39,27.91,14.16,20.17,1.63,11.16,1.62,101.15,55.22
12/24/1999,16.02,28.03,9.6,18.66,1.98,9.04,1.2,101.18,34.42
12/25/1999,16.06,28.61,11.13,18.73,1.93,8.72,1.16,101.04,
12/26/1999,16.3,27.44,12.55,18.17,1.67,11.23,1.45,100.78,58.26
12/27/1999,15.08,25.7,7.77,16.07,2.91,13.86,1.56,101.19,59.99
12/28/1999,15.85,27.66,12.23,17.75,2.11,11.89,1.49,101.16,60.9
12/29/1999,16.79,28.39,9.93,17.78,1.96,13.22,1.66,100.94,61.05
12/30/1999,16.19,27.8,9.11,17.03,2.36,15.01,1.8,100.71,57.94
12/31/1999,16.39,28.2,12.26,18.3,1.49,13.8,1.8,100.6,53.97
1/1/2000,15.71,27.06,8.24,16.89,2.81,15.41,1.83,100.88,56.95
1/2/2000,15.45,26.47,8.95,17.16,2.14,15.93,1.93,100.93,54.99
1/3/2000,15.7,27.11,10.15,17.71,2.02,15.53,1.95,100.79,60.59
1/4/2000,16.32,27.68,10.66,18.74,1.59,16.09,2.15,100.64,60.17
1/5/2000,15.88,26.55,9.26,17.38,2.58,17.77,2.18,100.81,63.53
1/6/2000,16.51,27.37,9.52,17.19,2.53,16.44,1.99,100.87,60.4
1/7/2000,18.88,29.16,11.46,19.24,2.69,23.66,3.27,100.52,46.18
1/8/2000,17.2,24.88,11.14,17.58,2.62,29.92,3.73,100.47,59.86
1/9/2000,18.85,27.58,12.9,19.59,1.99,29.23,4.14,100.54,58.65
1/10/2000,19.3,25.87,14.06,18.87,2.91,17.86,2.42,100.45,56.36
1/11/2000,18.82,24.75,11.56,17.73,2.8,29.51,3.72,100.4,52.98
1/12/2000,17.14,21.8,11.18,16.14,2.36,53.44,6.1,100.43,55.51
1/13/2000,12.08,19.36,5.39,11.76,4.92,17.45,1.49,100.84,56.83
1/14/2000,11.27,21.19,3.8,11.95,3.51,13.33,1.15,100.71,54.14
1/15/2000,10.46,20.86,3.1,11.28,3.28,14.48,1.19,101,57.11
1/16/2000,11.09,21.23,2.83,10.93,3.42,13.37,1.07,101.3,57.9
1/17/2000,12.44,21.75,4.08,12.8,2.55,18.9,1.72,101.43,55.33
1/18/2000,14.25,24.46,7.73,16.11,1.52,13.14,1.48,101.32,55.55
1/19/2000,16.56,27.57,11.68,18.46,1.71,16.15,2.12,100.98,56.96
1/20/2000,20.53,31.18,11.89,20.85,2.52,31.18,4.79,100.23,60.06
1/21/2000,20.38,28.33,12.42,19.72,2.73,33.86,4.84,100.25,63.92
1/22/2000,18.71,27.84,10.91,18.34,3.58,31.53,4.12,100.62,63
1/23/2000,18.65,27.55,10.5,18.53,2.63,32.39,4.28,100.85,42.58
1/24/2000,20.05,29.22,11.71,20.05,2.96,32.27,4.69,100.73,65.09
1/25/2000,19.52,26.88,14.24,19.28,3.46,37.89,5.25,100.75,65.36
1/26/2000,17.81,25.47,10.6,17.12,3.82,35.6,4.29,101.19,
1/27/2000,16.9,24.97,8.51,16.64,1.81,31.87,3.72,101.38,67.37
1/28/2000,16.45,26.12,10.08,17.52,1.36,22.49,2.77,101.39,57.87
1/29/2000,17.72,29.02,11.35,18.59,2.56,17.44,2.3,101.16,70.41
1/30/2000,20.03,31.53,11.24,19.69,3.02,13.71,1.94,100.73,71.07
1/31/2000,18.94,28.18,12.08,19.11,4.99,18.64,2.56,100.42,73.68
2/1/2000,16.34,25.92,8.35,16.1,2.9,14.51,1.65,100.51,74.98
2/2/2000,16.33,26.7,7.63,16.45,3.71,18.77,2.18,100.5,74.66
2/3/2000,16.6,24.71,8.84,16,4.5,30.45,3.43,100.85,71.9
2/4/2000,15.29,19.86,9.85,14.5,3.52,41.47,4.25,100.67,73.44
2/5/2000,14.76,22.84,7.27,13.92,2.15,45.19,4.46,100.64,71.31
2/6/2000,15.79,24.7,6.82,15.14,3.2,31.45,3.35,100.68,75.82
2/7/2000,16.89,24.93,7.5,16.1,2.2,30.09,3.41,100.81,46.73
2/8/2000,17.84,26.32,9.41,17.36,3.42,27.55,3.39,100.6,53.93
2/9/2000,20.04,25.58,14.09,18.86,3.1,44.16,5.98,100.52,44.36
2/10/2000,16.33,23.55,9.72,16.16,3.87,21.66,2.47,100.48,73.83
2/11/2000,14.3,25.14,5.37,14.35,3.93,10.93,1.11,100.54,72.81
2/12/2000,14.48,23.69,6.3,14.04,4.31,17.54,1.74,100.76,71.72
2/13/2000,14.64,23.65,5.22,14.99,1.97,21.76,2.29,101.08,77.22
2/14/2000,15.85,26.05,10.11,17.18,1.27,13.01,1.57,101.08,72.43
2/15/2000,17.49,27.98,9.81,17.91,2.97,12,1.52,100.84,76.06
2/16/2000,17.79,27.51,9.53,17.9,4.36,13.8,1.75,100.74,70.84
2/17/2000,18.06,28.1,8.2,17.82,3.12,13.36,1.69,100.54,72.61
2/18/2000,18.25,27.54,9.78,17.96,2.91,13.43,1.72,100.43,78.32
2/19/2000,18.72,28.26,8.15,17.95,2.65,16.02,2.04,100.49,76.88
2/20/2000,19.14,27.29,10.58,18.28,2.73,17.25,2.25,100.48,79.58
2/21/2000,17.36,26.08,7.44,16.4,3.09,19.96,2.3,100.79,71.84
2/22/2000,18.11,27.09,7.87,17.21,2.58,17.88,2.17,100.95,73.93
2/23/2000,19.07,28.68,11.37,19.77,1.39,13.61,1.94,100.93,74.29
2/24/2000,18.74,29.13,10.77,20.29,1.62,11.46,1.68,100.98,77.99
2/25/2000,18.54,29.45,9.57,19.75,3.13,11.2,1.59,100.71,80.84
2/26/2000,20.39,31.62,9.26,19.86,2.84,8.96,1.29,100.35,82.9
2/27/2000,23.11,33.69,12.05,22.31,2.39,23.65,3.97,100.24,
2/28/2000,25.51,35.45,15.42,25.05,2.71,22.29,4.4,100.48,92.47
2/29/2000,27.32,37.02,18.24,26.79,2.66,22.42,4.91,100.34,98.32
3/1/2000,26.18,33.66,17.87,25.64,2.8,24.45,5.01,100.21,96.07
3/2/2000,23.28,31.98,14.59,23.18,3.59,12.25,2.16,100.24,99.55
3/3/2000,23.27,32.36,14.73,23.05,1.72,15.01,2.64,99.97,98.9
3/4/2000,20.77,27.56,14.33,20.13,5.36,12.23,1.79,100.23,98.56
3/5/2000,19.18,28.12,9.17,18.13,3.92,12.43,1.6,100.52,103
3/6/2000,19.44,28.46,9.01,18.48,2.94,13.89,1.84,100.31,91.89
3/7/2000,20.11,29.92,11.38,20.61,2.7,9.99,1.5,100.51,92.57
3/8/2000,20.74,31.47,10.02,20.33,2.65,8.41,1.24,100.79,91.65
3/9/2000,23.23,34.8,12.43,22.65,2.73,8.24,1.41,100.28,48.66
3/10/2000,26.17,36.73,14.46,25.17,3.67,23.19,4.64,99.8,73.74
3/11/2000,22.06,32.24,13.02,22.9,3.71,4.02,0.7,99.91,88.1
3/12/2000,20.71,32.47,10.34,21.18,3.26,3.67,0.58,99.78,92.25
3/13/2000,21.5,33.18,10.49,21.94,2.41,6.8,1.12,99.96,95.45
3/14/2000,22.9,33.67,14.09,22.92,2.77,8.65,1.5,100.31,97.41
3/15/2000,24.86,35.19,14.98,24.19,3.41,10.98,2.06,100.24,99.56
3/16/2000,25.32,35.28,15.52,25.24,3.56,19.51,3.91,99.98,98.7
3/17/2000,23.89,33.59,14.43,23.42,5.11,5.03,0.9,100.03,28.72
3/18/2000,21.96,33.2,11.29,22.57,3.29,3.76,0.64,100.28,106.37
3/19/2000,24.32,35.47,14.99,24.34,2.16,3.71,0.7,100.38,106.51
3/20/2000,27.29,35.99,18.5,26.16,2.6,10.97,2.32,99.99,100.47
3/21/2000,25.82,33.05,16.14,24.5,3.43,19.19,3.68,100.11,110.22
3/22/2000,25.61,33.07,15.73,24.63,2.29,17.59,3.39,100.37,106.67
3/23/2000,25.95,34.84,15.77,25.26,2.04,13.24,2.64,100.55,107.22
3/24/2000,27.58,36.85,17.99,26.54,3.74,13.57,2.92,100.69,108.1
3/25/2000,28.19,37.77,17.83,27.27,2.66,12.14,2.73,100.62,107.62
3/26/2000,29.77,39.31,18.87,28.58,3.06,12.25,2.97,100.42,109.59
3/27/2000,30.63,40.23,20.24,29.68,2.91,11.27,2.92,100.31,115.26
3/28/2000,29.22,38.05,21.54,29.73,2.4,8.28,2.15,100.27,112.7
3/29/2000,28.63,38.4,22.05,29.49,2.13,7.9,2.02,100.23,109.87
3/30/2000,30.37,38.5,21.35,30.05,2.3,11.13,2.95,100.1,
3/31/2000,31.05,37.7,22.2,30,2.18,16.81,4.45,100.06,114.6
4/1/2000,30.3,37.88,21.54,28.98,3.64,12.42,3.09,100.25,104.26
4/2/2000,29.5,39.28,18.36,29.06,3.07,6.14,1.54,100.08,105.76
4/3/2000,29.96,39.2,20.35,29.84,3.89,9.84,2.58,100,115.16
4/4/2000,29.06,39.2,19.98,29.37,4.15,5.71,1.46,99.92,111.72
4/5/2000,27.87,38.86,16.42,27.73,3.6,3.85,0.89,99.96,114.01
4/6/2000,30.43,40.97,22.7,31.15,3.37,5.19,1.47,99.84,114.87
4/7/2000,32.18,40.2,21.11,30.9,3.15,13.47,3.76,99.82,109.21
4/8/2000,31.51,40.58,21.54,30.73,3.23,14.89,4.1,100.13,117.76
4/9/2000,32.62,42.46,22.96,32.63,2.93,7.61,2.34,99.93,117.77
4/10/2000,33.59,44.76,21.64,33.17,2.92,6.76,2.14,99.66,122.62
4/11/2000,35.68,45.91,25.27,34.63,2.38,7.54,2.6,99.57,121.91
4/12/2000,36.32,45.75,24.96,35.08,4.17,17.1,6.06,99.46,121.72
4/13/2000,36.86,45.82,25.02,35.16,3.23,20.22,7.22,99.3,120.15
4/14/2000,34.16,43.47,26.44,34.01,4.92,5.29,1.76,99.34,120.95
4/15/2000,33.28,43.06,21.04,32.74,2.29,4.85,1.51,99.56,124.75
4/16/2000,34.9,44.39,23.13,33.78,2.64,6.17,2.03,99.62,121.55
4/17/2000,36.24,45.33,26.17,34.76,2.41,10.17,3.53,99.57,121.13
4/18/2000,37.73,46.67,25.67,35.89,2.89,14.03,5.2,99.51,120.85
4/19/2000,37.63,46.36,27.05,35.84,2.86,17.51,6.47,99.54,124.32
4/20/2000,36.83,44.82,25.92,34.94,2.65,21.05,7.42,99.42,124.42
4/21/2000,36.04,43.79,25.53,34.43,3.29,25.28,8.68,99.29,124.11
4/22/2000,37.93,46.09,26.99,36.72,3.26,17.66,6.86,99.3,125.77
4/23/2000,38.07,46.22,26.62,36.6,3.2,19.52,7.54,99.35,126
4/24/2000,39.39,47.42,26.38,37.29,3.01,19.85,7.97,99.27,127.79
4/25/2000,38.66,47.49,27.36,37.54,4.56,13.12,5.34,99.11,125.39
4/26/2000,39.27,47.11,28.37,37.96,4.07,9.14,3.8,99.15,126.3
4/27/2000,37.84,45.58,27.03,36.69,3.91,9.54,3.69,99.33,128.3
4/28/2000,36.96,45.19,26.54,35.79,6.51,7.3,2.69,99.42,128.49
4/29/2000,35.83,44.08,24.75,34.64,4.07,6.61,2.28,99.55,127.44
4/30/2000,36.8,45.85,24.37,35.75,4,8.05,2.95,99.65,128.78
5/1/2000,39.46,48.13,27.32,37.92,3.27,14.36,5.94,99.49,
5/2/2000,40.51,48.84,27.91,38.31,3.32,15.5,6.56,99.44,128.94
5/3/2000,40.36,49,29.55,38.65,6.06,17.88,7.71,99.46,129.56
5/4/2000,37.29,43.6,27.8,35.56,4.85,32.42,11.84,99.44,128.74
5/5/2000,39.16,44.31,28.76,36.62,2.95,27.9,10.78,99.63,130.88
5/6/2000,41.97,47.99,31.29,39.62,3.49,18.24,8.29,99.49,128.66
5/7/2000,41.02,47.57,28.9,38.27,2.56,13.64,5.76,99.42,126.72
5/8/2000,39.86,47.57,27.85,37.67,3.01,17.09,6.99,99.38,127.81
5/9/2000,41.48,47.59,30.28,38.94,2.57,16.41,7.19,99.42,125.25
5/10/2000,41.52,46.98,30.27,38.91,4.09,24.08,10.56,99.32,125.3
5/11/2000,40.2,45.25,30.25,37.72,5.78,29.71,12.23,99.28,126.44
5/12/2000,38.57,43.37,28.97,36.24,6.82,33.71,12.81,99.29,128.49
5/13/2000,38.62,43.88,28.31,36.02,7.05,37.22,13.97,99.37,128.53
5/14/2000,38.87,43.61,28.6,36.14,6.43,37.18,14.05,99.4,130.31
5/15/2000,38.94,45.25,28.66,36.8,8,30.17,11.82,99.25,129.2
5/16/2000,39.09,44.73,28.81,36.93,6.88,28.04,11.07,99.17,129.12
5/17/2000,39.08,44.51,28.39,36.6,6.5,33.07,12.84,99.08,129.22
5/18/2000,40.25,45.89,29.08,37.62,5.77,31.09,12.79,98.9,126.55
5/19/2000,41.87,47.75,29.06,38.41,3.37,27.01,11.6,98.8,127.56
5/20/2000,42.42,48.2,30.04,39.39,4.47,24.07,10.87,98.93,124.3
5/21/2000,41.61,47.52,29.48,38.61,6.39,30.49,13.22,99,127.3
5/22/2000,41.13,48.22,29.02,38.3,7.94,33.75,14.42,98.91,128
5/23/2000,41.91,49.74,28.4,38.64,4.75,26.35,11.44,98.93,125.29
5/24/2000,41.58,49.4,28.22,38.91,3.52,17.51,7.7,98.92,124.12
5/25/2000,41.35,49.8,27.77,38.88,4.26,17.98,7.9,98.8,120.92
5/26/2000,41.65,49.98,27.36,38.97,3.52,12.28,5.43,98.57,116.93
5/27/2000,41.64,49.57,27.51,38.31,5.08,26.78,11.45,98.65,119.86
5/28/2000,40.05,45.51,28.1,36.77,6.1,35.8,14.06,99,125.49
5/29/2000,40.6,45.4,29.07,37.41,6.58,33.98,13.8,99.13,125.15
5/30/2000,40.33,46.12,28.87,37.4,7.42,35.2,14.3,99.05,124.53
5/31/2000,41.38,48.04,28.34,37.99,6.8,32.03,13.44,98.94,126.2
6/1/2000,42.34,48.82,28.74,38.65,4.61,27.09,11.79,98.77,122.93
6/2/2000,42.28,48.5,29.76,38.84,6.03,32.53,14.31,98.85,
6/3/2000,41.78,47.37,29.95,38.26,4.22,30.46,12.97,98.88,110.98
6/4/2000,40.18,46.27,27.8,37.42,2.35,5.87,2.37,98.87,126.65
6/5/2000,38.91,44.95,26.09,36.46,3.21,23.09,8.9,98.89,131.22
6/6/2000,42.31,46.87,33.19,39.87,2.29,15.93,7.38,98.78,128.49
6/7/2000,41.97,46.42,30.97,38.79,2.02,9.35,4.08,98.71,130.9
6/8/2000,41.59,48.44,30.57,39.85,2.87,9.56,4.43,98.49,129.24
6/9/2000,40.22,47.66,27.29,37.97,2.42,4.44,1.85,98.62,129.25
6/10/2000,40.64,45.49,27.52,36.75,2.86,24.69,9.68,98.84,128.37
6/11/2000,41.54,45.76,29.14,37.99,3.79,27.29,11.43,98.94,128.52
6/12/2000,43.11,47.58,30.55,39.24,3.92,25.38,11.39,98.8,126.6
6/13/2000,42.38,47.21,30.11,38.83,5.59,30,13.21,98.7,127.98
6/14/2000,43.79,49.24,29.91,39.7,3.46,21.64,9.97,98.6,127.05
6/15/2000,42.32,48.96,30.86,39.94,3.69,14.6,6.79,98.69,127
6/16/2000,40.99,48.17,29.41,38.99,3.86,14.14,6.25,98.79,116.79
6/17/2000,39.75,46.55,28.58,38.19,2.71,9.9,4.18,98.82,125.08
6/18/2000,39.91,46.87,27.92,37.75,3.39,5.56,2.29,98.7,115.94
6/19/2000,40.32,45.77,26.09,36.58,2.28,20.7,8.04,98.7,104.71
6/20/2000,40.23,45.52,27.72,37.02,3.42,26.39,10.5,98.77,122.59
6/21/2000,42.8,46.47,29.66,38.58,3,22.13,9.57,98.87,105.08
6/22/2000,41.88,47.89,30.05,38.63,7.24,27.1,11.79,98.69,97.92
6/23/2000,40.43,46.38,27.88,36.73,6.92,33.57,13.18,98.75,102.1
6/24/2000,41.47,47.52,28,37.58,6.33,30.63,12.6,98.67,106.27
6/25/2000,42.21,48.87,29.25,38.79,7.35,26.59,11.69,98.5,112.15
6/26/2000,41.32,47.33,28.81,37.73,6.88,32.58,13.54,98.58,102.98
6/27/2000,40.1,45.8,28.79,36.87,7.67,37.97,15.04,98.73,107.61
6/28/2000,39.73,45.39,28.6,36.79,7.33,36.92,14.52,98.93,63.43
6/29/2000,40.27,44.99,28.87,37.1,6.11,34.68,13.87,98.92,121.59
6/30/2000,41.58,45.51,30.48,38.34,4.94,29.79,12.76,98.77,110.07
