YEAR,TS,Tmax,Tmin,T,WS,RH,SH,PS,SI
4/28/2017,36.99,43.54,26.7,34.94,2.54,17.49,6.13,99.79,130.55
4/29/2017,34.89,42.9,26.04,34.4,4.06,8.76,2.98,99.79,115.42
4/30/2017,34.34,41.6,22.47,32.94,1.92,10.4,3.26,99.87,126.36
5/1/2017,35.83,43.57,26.01,35.05,1.93,11.05,3.89,99.88,126.23
5/2/2017,36.03,43.15,29.38,35.17,2.74,12.73,4.51,99.92,
5/3/2017,36.92,42.29,27.13,34.88,3.66,20.28,7.08,99.97,124.8
5/4/2017,37.94,43.7,26.46,35.36,3,18.2,6.52,100.02,
5/5/2017,39.44,45.5,29.28,37.35,1.8,15.64,6.26,99.84,129.51
5/6/2017,40.43,47.28,29.46,38.2,2.56,15.29,6.41,99.75,130.82
5/7/2017,41.45,47.88,30.27,38.98,3.05,18.25,7.99,99.73,
5/8/2017,41.9,48.02,30.34,39.26,1.79,16.27,7.23,99.65,127.72
5/9/2017,41.62,47.13,31.53,39.46,1.35,14.3,6.43,99.48,
5/10/2017,41.82,47.56,31.75,39.6,2.27,15.08,6.84,99.43,129.4
5/11/2017,36.6,39.16,30.75,35.26,2.87,26.68,9.54,99.8,
5/12/2017,39.64,44.76,29.25,37.15,3.01,28.88,11.46,99.85,127.84
5/13/2017,40.57,44.8,31.25,38.06,1.83,22.15,9.24,99.71,125.77
5/14/2017,40.49,45.07,29.12,37.51,3.05,20.07,8.13,99.5,128.33
5/15/2017,38.64,44.4,29.47,36.88,3.38,24.34,9.56,99.3,125.59
5/16/2017,39.96,43.39,28.75,36.93,1.85,18.97,7.46,99.31,128.22
5/17/2017,41.14,44.9,30.3,37.82,2.83,19.53,8.07,99.31,125.33
5/18/2017,41.59,46.71,29.09,38.15,2,17.64,7.41,99.34,
5/19/2017,42.89,48.07,29.94,39.56,1.95,19.97,9.06,99.25,123.15
5/20/2017,42.13,47.12,31.11,39.5,2.61,18.41,8.33,99.2,
5/21/2017,40.62,45.08,30.12,37.42,2.25,20.32,8.22,99.2,126.51
5/22/2017,40.58,44.64,30.96,37.72,3.86,30.35,12.48,99.44,126.14
5/23/2017,42.7,45.89,31.59,39.2,1.68,25.94,11.54,99.49,
5/24/2017,43.06,46.85,32.22,39.94,1.8,18.79,8.69,99.39,124.74
5/25/2017,42.05,48.39,30.35,39.71,2.53,18.76,8.59,99.23,129.99
5/26/2017,42.54,49.19,30.07,39.79,3.21,17.23,7.92,99.09,127.76
5/27/2017,43.27,49.91,31.11,40.43,3.63,19.8,9.45,98.9,
5/28/2017,43.04,48.28,32.03,40.19,3.18,22.63,10.68,98.85,127.99
5/29/2017,42.52,47.54,30.36,39.63,3.08,19.99,9.15,98.79,126.5
5/30/2017,44.25,47.79,32.54,40.46,2.04,21.3,10.2,98.78,127.06
5/31/2017,43.57,48.99,31.62,40.82,4.26,18.87,9.22,98.63,108.46
6/1/2017,42.67,44.85,33.3,39.17,3.06,27.11,12.08,99.2,108.53
6/2/2017,42.79,47.33,32.7,40.02,4,21.13,9.83,99.28,120.14
6/3/2017,42.37,48.63,31.03,40.04,5.52,18.05,8.41,99.23,
6/4/2017,42.68,49.38,31.2,40.18,7.64,25.11,11.83,99.01,123.3
6/5/2017,41.72,46.35,30.68,38.47,7.25,34.87,15.02,99,
6/6/2017,42.2,47.51,30.59,38.51,6.11,32.19,13.88,99.04,118.89
6/7/2017,36.33,40.83,30.54,35.05,5.47,51.6,18.43,99.31,101
6/8/2017,36.55,40.17,29.78,34.87,3.92,49.67,17.54,99.41,
6/9/2017,39,43.24,29.77,36.61,2.61,39.76,15.45,99.24,116.63
6/10/2017,39.63,44.12,29.98,37.2,3.54,37.78,15.18,99.12,
6/11/2017,39.52,44.07,30.53,37.27,3.87,36.65,14.78,99.09,119.45
6/12/2017,41.66,46.13,31.22,38.65,3.48,32.75,14.25,98.94,
6/13/2017,41.24,44.96,30.28,37.78,4.81,37.21,15.47,98.89,124.07
6/14/2017,42.38,45.93,31.02,38.6,4.11,36.58,15.86,99.13,124.76
6/15/2017,42.71,47.52,31.53,39.34,6.05,34.65,15.64,99.05,126.98
6/16/2017,42.26,47.25,29.83,38.63,5.05,36.39,15.85,98.84,121.47
6/17/2017,40.67,43.52,30.8,37.49,4.94,40.76,16.67,99.03,128.47
6/18/2017,41.43,45.06,31.7,38.49,5.25,39,16.84,98.99,129.14
6/19/2017,42.28,46.03,31.43,38.5,5.87,37.91,16.42,98.72,
6/20/2017,42.18,45.42,30.8,38.13,4.84,38.37,16.3,98.65,124.52
6/21/2017,41.09,43.33,30.93,36.89,5.76,44.49,17.66,98.79,
6/22/2017,42.57,44.38,32.2,38.22,3.79,37.87,16.11,98.98,100.13
6/23/2017,42.31,43.47,33.27,38.39,3.62,38,16.29,99.1,113.92
6/24/2017,43.63,45.72,33.58,39.7,3.78,32.82,15.13,98.83,
6/25/2017,43.46,45.76,34.34,40.08,4.41,31.94,15.04,98.73,112.67
6/26/2017,44.15,47.9,35.19,41.26,6.28,29.51,14.78,98.82,123.02
6/27/2017,43.43,47.22,34.76,40.31,5.42,33,15.72,98.81,109.31
6/28/2017,37.66,37.91,31.86,34.71,3.08,52.54,18.47,99.01,
6/29/2017,36.01,37.82,29.52,33.77,4.25,51.35,17.12,99.04,124.48
6/30/2017,40.31,42.04,31.55,36.76,2.52,39.69,15.62,98.8,103.22
7/1/2017,41.68,44.07,31.8,38.23,3.42,35.85,15.29,98.72,105.17
7/2/2017,44.26,46.99,33.16,40.48,3.02,30.98,14.92,98.61,108.14
7/3/2017,40.68,45.17,31.93,37.37,4.7,44.54,18.15,98.79,117.86
7/4/2017,41.77,45.84,32.41,39.01,5.4,36.03,16.05,98.65,99.07
7/5/2017,41.66,46.97,29.23,38.01,4.85,32.04,13.51,98.61,107.27
7/6/2017,40.58,44.96,30.6,37.76,6.06,38.35,15.94,98.83,116.31
7/7/2017,40,42.24,30.87,36.65,4.65,39.27,15.32,99.1,
7/8/2017,40.09,43.01,30.66,37,5.56,36.94,14.66,99.23,83.62
7/9/2017,40.49,43.63,30.83,37.44,5.92,37.22,15.17,99.03,116.94
7/10/2017,40.75,44.94,31.1,37.87,6.85,37.83,15.79,98.96,
7/11/2017,40.73,44.64,30.38,37.42,5.93,39.17,15.97,98.88,121.79
7/12/2017,38.67,42.26,30.48,36.29,5.94,43.19,16.56,98.93,
7/13/2017,39.99,41.77,31.53,36.81,4.02,41.96,16.51,99.13,122.76
7/14/2017,41.57,42.59,32.99,38.19,2.56,37,15.69,99.09,
7/15/2017,42.75,45.08,33.41,39.39,2.97,33.59,15.21,98.97,124.43
7/16/2017,41,43.21,33.18,38.27,4.21,38.4,16.39,98.96,124.21
7/17/2017,39.91,41.89,33.33,37.2,4.41,42.52,17.13,99,125.93
7/18/2017,38.82,41.11,32.69,36.24,4.32,47.06,18,99,122.58
7/19/2017,35.78,38,31.04,33.91,3.58,54.65,18.36,99.11,126.12
7/20/2017,37.44,40.12,30.33,35.06,2.74,46.98,16.84,98.91,125.62
7/21/2017,39.18,42.35,30.11,36.37,3.85,41.78,16.08,98.9,
7/22/2017,40.84,44.32,31.62,38.12,3.53,38.49,16.3,98.87,123.51
7/23/2017,41.37,42.9,32.92,38.21,2.62,39.09,16.65,98.86,
7/24/2017,40.82,42.69,32.73,37.95,3.04,37.81,15.88,98.79,120.8
7/25/2017,42.27,45.31,32.82,38.78,3.68,36.16,15.89,98.74,117.95
7/26/2017,38.53,42.52,32.91,37.1,3.46,44.93,18.01,98.94,
7/27/2017,35.06,37.64,30.94,34.33,3.64,53.16,18.26,99.18,121.93
7/28/2017,39,43.69,30.41,36.82,3.63,42.99,16.93,99.15,122.42
7/29/2017,36.89,39.23,31.93,35.15,4.16,47.37,17.01,99.24,111.61
7/30/2017,38.75,42.24,30.64,36.37,3.8,43.94,16.88,99.17,
7/31/2017,40.22,44.06,30.89,37.36,4.71,39.15,15.9,99,116.75
8/1/2017,39.66,43.84,30.39,36.77,5.21,40.98,16.1,99.08,113.76
8/2/2017,39.3,43.75,29.89,36.51,5.09,40,15.49,99.04,121.84
8/3/2017,38.93,44.02,28.78,36.19,4.25,36.91,14.07,98.82,114.32
8/4/2017,38.77,43.68,28.68,36.08,4.03,36.77,13.95,98.68,120.94
8/5/2017,38.59,43.15,29.37,36.18,5.09,39.14,14.9,98.89,117.54
8/6/2017,39.09,42.71,30.4,36.51,4.71,38.96,15.07,99.12,
8/7/2017,38.97,42.35,30.81,36.36,4.51,39.2,15.03,99.23,112.27
8/8/2017,38.86,41.97,30.42,36.13,4.66,40.22,15.22,99.28,
8/9/2017,39.06,43.12,30.58,36.83,5.37,36.7,14.44,99.14,91.52
8/10/2017,39.39,43.08,30.78,36.91,5.14,37.95,15.02,99.01,40.16
8/11/2017,38.74,42.53,30.42,36.37,5.73,40.57,15.61,98.94,
8/12/2017,39.31,44.38,29.52,36.57,5.37,38.14,14.85,98.85,111.64
8/13/2017,38.22,43.11,29.19,35.91,5.9,39.96,14.99,98.93,
8/14/2017,37.07,41.18,28.67,34.96,5.44,43.11,15.29,99.33,111.11
8/15/2017,39.4,43.28,29.44,36.4,3.59,36.77,14.08,99.49,
8/16/2017,39.58,44.58,29.8,37.09,4.81,32.18,12.81,99.24,114.08
8/17/2017,38.9,44.73,27.97,36.19,4.32,35.46,13.48,99.05,111.84
8/18/2017,38.35,43.99,28.14,35.85,3.78,34.05,12.69,99.1,113.39
8/19/2017,39.03,44.53,29.32,36.66,3.63,31.45,12.22,99.31,110.72
8/20/2017,39.62,44.33,29.47,37.19,3.18,28.71,11.48,99.3,112.03
8/21/2017,40.48,44.99,32.04,38.33,2.99,26.99,11.5,99.13,109.14
8/22/2017,41.32,44.94,32.19,38.84,3.09,30.82,13.52,99.09,
8/23/2017,40.15,43.16,33.53,37.91,4.19,37.81,15.77,99.29,107.26
8/24/2017,39.55,44.27,30.95,37.25,5.03,37.29,15,99.26,
8/25/2017,39.24,44.2,30.44,36.9,4.77,35.91,14.19,99.13,104.65
8/26/2017,39.34,43.69,30.11,36.78,3.89,36.08,14.17,99.1,98.19
8/27/2017,40.1,43.84,30.3,37.17,2.69,32.96,13.21,99.12,
8/28/2017,41.06,45.53,31.24,38.37,2.21,27.26,11.65,99.09,105.33
8/29/2017,39.04,43.63,31.79,37.54,4.85,27.74,11.32,99.18,105.54
8/30/2017,38.4,42.85,31.8,36.61,5.6,36.97,14.35,99.25,105.04
8/31/2017,36.32,38.64,31.77,34.6,5.12,48.08,16.73,99.33,
9/1/2017,35.74,38.78,28.04,33.29,2.83,52.39,16.95,99.31,101.3
9/2/2017,37.63,42.46,29.57,35.52,4.15,41.79,15.29,99.28,
9/3/2017,38.36,43.05,29.96,36.18,3.88,38.12,14.44,99.39,103.64
9/4/2017,37.59,42.03,28.98,35.3,3.91,38.12,13.73,99.6,102.25
9/5/2017,37.19,42.75,27.93,35.15,4.52,37.14,13.26,99.56,
9/6/2017,36.55,41.85,27.48,34.48,4.01,37.45,12.89,99.52,103.02
9/7/2017,36.64,41.41,27.92,34.46,3.55,38.16,13.1,99.66,
9/8/2017,37.18,42.47,27.79,34.95,2.9,33.73,11.89,99.73,100.95
9/9/2017,36.88,42.32,28.33,34.87,3.45,32.96,11.57,99.63,
9/10/2017,36.37,42.41,27.02,34.66,4.16,32.91,11.42,99.57,100.9
9/11/2017,37.25,42.94,28.03,35.17,2.95,32.71,11.66,99.77,100.09
9/12/2017,38.19,43.8,28.21,36,2.58,29.68,11.06,99.81,
9/13/2017,37.66,43.69,28.76,36,3.86,31.36,11.7,99.71,99.25
9/14/2017,37.01,42.36,28.62,35.41,4.11,33.3,12.04,99.69,
9/15/2017,37.35,42.85,28.55,35.49,2.93,30.77,11.16,99.72,97.93
9/16/2017,38.05,42.83,29.08,35.88,1.76,29.1,10.79,99.68,
9/17/2017,37.7,42.84,28.38,35.49,1.85,28.16,10.21,99.7,98.13
9/18/2017,37.52,44.05,28.66,35.77,1.64,20.95,7.71,99.66,
9/19/2017,36.97,44.63,28.09,35.53,1.78,18.23,6.62,99.52,98.6
9/20/2017,36.72,44.21,27.88,35.73,1.07,18.47,6.8,99.39,94.43
9/21/2017,36.21,43.89,26.55,35.11,1.54,14.44,5.13,99.36,
9/22/2017,36.16,43.02,26.19,34.44,2.63,26.69,9.15,99.5,94.98
9/23/2017,36.41,43.07,26.37,34.56,3.17,26.57,9.15,99.66,
9/24/2017,35.53,41.7,26.14,33.69,3.39,32.59,10.69,99.82,92.17
9/25/2017,36.05,41.93,25.95,33.7,2.41,31.82,10.45,99.71,
9/26/2017,35.77,42.35,26.04,33.67,1.9,26.92,8.81,99.76,90.07
9/27/2017,35.45,42.99,25.3,33.63,2.56,28.04,9.16,99.83,87.88
9/28/2017,35.08,42.56,24.95,33.39,2.65,24.14,7.78,99.78,
9/29/2017,34.19,42.03,24.7,32.78,2.43,23.2,7.22,99.77,84.29
9/30/2017,34,42.42,24.22,32.68,3.53,27.55,8.52,99.94,
10/1/2017,34.15,42.36,24.44,32.82,3.39,24.06,7.5,99.89,86.04
10/2/2017,33.35,41.49,23.41,31.8,2.95,29.07,8.57,99.81,
10/3/2017,33.98,41.84,24.83,32.55,2.82,30.65,9.42,99.91,84.04
10/4/2017,33.63,40.53,24.09,31.99,2.68,28.23,8.38,100.04,
10/5/2017,33.81,41.41,24.11,32.41,2.95,26.67,8.11,100.01,82.75
10/6/2017,33.53,41.5,24.73,32.44,3.24,23.55,7.17,100.08,78.19
10/7/2017,33.76,42.2,24.52,32.57,1.79,18.4,5.64,100,
10/8/2017,33.27,42.62,24.9,33.26,1.88,14.85,4.73,99.85,78.03
10/9/2017,32.99,42.65,23.28,33.66,1.5,11.23,3.66,99.86,
10/10/2017,32.67,42.04,23.44,33.49,1.32,10.46,3.37,99.84,76.34
10/11/2017,32.01,41.78,23.76,32.42,1.7,9.81,2.98,99.85,
10/12/2017,31.41,41.24,23.02,32.09,1.63,11.22,3.35,99.92,79.16
10/13/2017,31.46,42.08,25.16,32.48,1.86,10.09,3.08,99.71,79.65
10/14/2017,31.28,42.76,22,33.1,1.7,8.36,2.64,99.65,
10/15/2017,30.62,42.45,22.48,32.65,1.88,6.84,2.11,99.71,71.44
10/16/2017,29.89,42.06,19.46,30.66,2.29,6.36,1.75,99.85,
10/17/2017,29.6,41.5,19.72,29.93,2.06,7.81,2.06,99.96,72.96
10/18/2017,30.09,42.15,22.6,31.48,1.85,9.15,2.63,100.02,
10/19/2017,31.07,42.58,24.21,31.63,2.17,12.9,3.75,99.99,71.15
10/20/2017,29.87,40.91,20.47,30.17,2.86,8.94,2.39,100.03,
10/21/2017,28.62,38.74,20.13,29.38,1.71,12.79,3.27,99.99,69.39
10/22/2017,27.46,38.75,19.45,29.67,2.47,6.37,1.65,99.92,67.67
10/23/2017,27.3,39.39,17.98,29.13,2.84,7.64,1.92,100.08,
10/24/2017,27.47,39.29,19.43,29.38,1.97,7.78,1.98,100.38,65.28
10/25/2017,26.97,38.98,18.69,29.03,1.36,8.64,2.15,100.49,
10/26/2017,27.21,38.47,17.69,27.82,2.47,8.4,1.95,100.38,63.08
10/27/2017,26.33,36.45,19.4,27.26,2.07,16.06,3.61,100.47,
10/28/2017,26.2,36.96,18.26,27.38,1.79,14.38,3.25,100.53,64.25
10/29/2017,27.12,37.55,21.01,28.08,1.87,17.77,4.19,100.59,64.9
10/30/2017,27.31,37.07,21.39,27.88,1.94,18.62,4.33,100.7,
10/31/2017,26.94,37.44,19.45,27.46,2.36,18.06,4.11,100.43,64.39
11/1/2017,27,37.03,20.59,27.94,1.89,19.09,4.46,100.5,
11/2/2017,26.78,36.85,21.35,27.54,1.9,19.85,4.53,100.49,64.96
11/3/2017,26.7,36.52,18.9,27.1,1.83,21.76,4.85,100.44,
11/4/2017,25.92,35.84,19.44,26.56,2.45,20.32,4.37,100.69,65.2
11/5/2017,25.31,34.95,18.95,26.56,1.44,21.07,4.53,100.76,
